dataMatrix	W616f	W617f	W620f	W622f	W623f	W625m	W627m	W628m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L854f	L859m	L862f
O70435_Proteasome subunit alpha.	20.1875253093543	21.3166444803592	20.2845178744975	20.6260588988214	21.1223229517815	19.8798269267108	20.094304854822	20.5284232237753	19.2035000442723	20.5560736708324	21.0426401229925	20.8337054521254	20.4273118209815	20.9380797982806	21.2050068766485	20.1690091577269	20.5767222593715	20.3329606602797	20.8949853542798	21.1209693484122	21.2699971203506	20.3898135424436	20.4830757277316	21.37285669286
P82198_Transforming growth fact.	22.5398221491605	22.0905595734151	22.46195274396	22.7272151143613	22.6426146288853	21.9389609026314	21.5934218990093	22.0878295830436	22.0925986007434	21.7099890128547	22.6119972420772	22.3109617705168	21.7164836303606	22.5064887047668	22.4836745870112	21.9390702520527	22.3127072497051	22.3274531417938	21.3357860032318	23.1607226955084	22.5869546329128	22.3695154786541	22.958716780662	23.6797834282329
Q61703_Inter-alpha-trypsin inhi.	28.2037077965805	28.0124758689355	28.1756672572146	28.1827131959086	28.11131240657	27.6589364475392	27.7766552114298	28.0160228874797	27.8200999639027	27.9790794754275	28.0765600515147	28.1686407515027	27.9334359208831	28.0271492326059	28.1103700404429	28.0101017246541	28.0142726912617	28.0457085101997	28.028099300026	28.6054762400112	27.9588995843413	28.1484498938607	28.4296219145498	28.3630623626058
Q8BTM8_Filamin-A	20.7383627923659	20.8384127055571	21.6867841137284	19.4961796576274	20.7966039862029	17.747804732343	19.6562396890503	21.0544411977088	21.1017218191253	19.4856382029315	21.3015497806197	22.3861052227933	21.2115244459075	22.7127999559755	23.3574789814533	20.823836790918	22.2312805177979	21.4449916001409	22.1729403347318	19.8595411407444	22.5403907015945	20.6687127580817	18.7852433158589	22.1278049782463
P07758_Alpha-1-antitrypsin 1-1	18.2592748780884	19.4221949278422	18.1912972465177	17.809381407487	19.0059289342432	18.2234264153043	17.2209940890401	20.8130725687909	20.1759008207571	20.3375986236791	17.664272270491	17.7870737585782	19.8534389230373	18.2669843652518	17.1777338654556	19.9579720543028	17.6828837199577	17.5869865680318	17.0876455699447	17.6377872229011	17.8258913145735	17.2876525064629	20.1265475718308	17.8104274132543
P18525_Ig heavy chain V region .	21.5694639416227	21.9622015439135	21.0431007305431	20.3501897767865	21.1155253717585	19.576408687764	20.114437055541	21.8902555549916	21.6060173565672	20.8488795419272	20.8262246408596	20.1457965983017	21.767861150538	22.1904998921022	21.0305174516193	20.5496351063037	21.0034959517758	21.1809486766673	19.9494008778338	23.64003581775	21.0903437679541	23.7629884117927	22.0215107144542	22.5770952403758
Q3SXB8_Collectin-11	18.8377443652462	18.7153843168099	19.1739607145232	18.8839381019684	16.7304609823253	19.4184997756076	16.2550555020392	18.830741786286	17.3716732021172	18.8053431903287	16.5661972240201	18.9585478445146	18.8259247826137	18.6601418584434	18.9612226162075	17.4518552698126	19.0630005140782	19.1644095105421	18.9251943006551	19.1608982234604	19.2276506068972	19.0422727268796	19.6159509591466	19.3990123980856
P60710_Actin, cytoplasmic 1	21.2200079024592	21.8264285217526	21.327864948972	20.6287971570495	21.301959142692	20.4776506894608	20.3072201352679	21.5849371617214	20.515392218861	21.1495026218163	21.4630671875173	21.9173579650922	20.7981752172003	22.0749918669737	22.3233413749911	20.9378995441107	21.6128691720427	21.0624035856795	21.5067627684672	20.8443614474507	22.0469023424331	21.5405963282728	20.6591094090489	21.6228664344974
Q91X72_Hemopexin	31.1275883762066	31.1286334642514	31.1607066948434	31.0766846498876	31.1783288500806	31.6722320609919	30.9482053722089	31.1796994125081	31.2889054907862	30.9175330647524	31.1870516274617	31.0975573427854	30.9297668711948	31.1118652445044	30.5849893297652	30.9637021284931	30.9117573291702	30.8909437837102	30.864813637082	31.0922614635154	31.1698597229949	31.0674781824886	31.1062701124886	31.1182263189189
P01837_Immunoglobulin kappa con.	28.7231419976344	27.8696124801201	27.9614889962973	27.5887312172948	27.9773573190765	28.6492096819117	26.0349075793861	28.1451292452583	27.5349892284503	28.1085126522395	28.5263634786226	27.852796840734	27.1362955749042	28.5357892564004	28.4816856328723	27.5132645998947	27.8593926969092	28.0741148335937	28.0340919980756	28.9754644794173	27.9075684607354	28.2255279896339	28.697866893309	28.9677296070181
Q62351_Transferrin receptor pro.	22.8798403812911	22.8668072755449	23.2651603214376	23.4289998043545	23.0841373588084	22.8313716163594	23.5101357557013	23.4967860129659	23.2907342228648	23.0578585600951	22.9575216154446	22.605275134327	23.0932137940838	22.9072319522485	23.156986959382	23.238796706289	23.3756737131015	23.3095560106448	23.2612814687084	23.7012216303907	22.8962963683122	23.0985858562072	23.9683507444063	23.71384481124
P08121_Collagen alpha-1(III) ch.	16.4218532951676	18.596759494484	20.2450273320938	20.5388518921774	18.2394193372467	21.7561473427035	17.8126052663022	20.3634419345621	18.0513845872821	16.6825827611843	16.4968392692443	20.1936598056026	20.2291912681572	20.6728728860598	20.8192419075669	19.7157280734478	20.5060375483896	20.2111354035785	16.8867820845529	19.4480595859576	19.2118225056275	20.8117914334157	20.5161548430703	21.0036997582692
O08742_Platelet glycoprotein V	21.268322684628	19.9858878708232	17.4193337990374	17.1941888622532	20.6733041147015	21.0570510602003	16.8576610463023	20.716161749509	22.0645146749231	19.546083258365	21.1673723564441	21.7407677251704	21.7827130260825	22.2242753847922	20.542507284686	21.2754297388269	21.9951230232071	22.0450668836792	21.4568570877754	19.6285197470542	21.1038632538996	20.5819953880017	19.825909942521	21.6853407043451
Q8VDD5_Myosin-9	21.1497041764933	21.0144671488813	21.3553645398915	19.5663211991448	21.435557724015	19.220764820803	18.768665203291	21.297263765736	21.3431200962855	18.8103498992315	20.7715792385975	23.1212870368106	22.230903356106	23.2441496703415	23.6654120416451	21.7215737110492	22.3845675806494	21.0100132565354	21.9119248834707	19.2766286514065	23.3508481569228	21.8506860800561	19.0504085111855	21.7797306750401
O70570_Polymeric immunoglobulin.	18.5671611654098	18.5585661160043	17.8521823752314	19.2354784603201	18.6508198028302	17.0290220901356	17.5755015201541	18.3602525602332	17.3802292838172	19.566245116738	18.6166424910023	17.0088453720515	17.0265612643562	18.5939006741569	17.4455153264913	18.6309759606671	16.5896397364464	18.7914867360201	19.113540127397	20.8917948259271	18.8582201156581	17.4312699615894	21.0077972227728	21.3702333593607
Q99PT1_Rho GDP-dissociation inh.	17.9572849861722	20.1293191819863	18.5497768105199	18.4310112591075	20.7157272273112	19.2135837762362	18.4198758357199	19.6169887068134	18.6327012893531	19.1491326119746	18.0036491730272	17.952251026557	19.7463952091181	20.3538722172689	21.4281150289246	18.2238978655547	20.7173884938427	18.2645456854614	21.4697488704059	18.1049208793625	21.2829397965343	20.8090935522222	17.3214072843283	19.9837547269539
P10639_Thioredoxin	20.4661521575529	21.1956425432006	19.2369090566413	19.4868866829128	19.2920049029628	17.0927041515574	17.2205408182476	19.6989859749125	20.643137815804	20.2020130465391	21.410163930641	21.3380249666366	19.2641002127598	21.0546649244411	22.1842421754464	20.5718213734559	21.2493927130731	20.5047068739013	19.5286211446928	19.1468037229713	21.5799848862533	21.169798416658	17.9630227144393	21.0589327629827
P62827_GTP-binding nuclear prot.	21.6498465633089	21.8199065892411	20.5005431053807	21.6674024303918	21.8735943053236	17.9488044890942	19.1244734893095	21.1074054677117	21.540197818653	17.9352078766745	22.0275135749998	21.9178437847348	21.363647129445	22.2180682985409	22.6388750179142	21.3140879486235	21.8857785619798	21.1982441868635	21.8930233572806	20.3120587898489	21.6266900452242	21.7864032498375	20.0083632226636	22.2176700668374
P21550_Beta-enolase	19.6976257821878	20.2153906589217	20.1604571230403	20.6608631215692	21.6801480898847	18.8622122393542	17.4936157044555	22.6099614383775	20.0889189004486	19.2069566526078	20.6006612254762	20.8316905371127	20.7774990351829	21.3880141311285	21.939632925143	20.0743727726796	20.0271613912118	20.7552112477634	21.3732860163721	21.0908323926493	20.0474175102654	20.8946774454649	21.2414738167749	21.7188250744979
Q9CPY7_Cytosol aminopeptidase	17.3372875641118	18.7518092052511	20.9871787270863	21.2443767565885	20.7127901972099	19.5653955609149	20.1970582752069	20.2703663392156	20.9864780722446	20.5603766861607	21.7172549100437	21.1015051122806	20.942791530207	21.2608062847397	20.8381417371054	21.1196238134241	19.9046066936403	20.9324670019672	21.0345635701158	21.2411803232338	20.6897948802777	20.3907507113045	21.8384101124674	22.025463690385
P01592_Immunoglobulin J chain	23.9385693655357	23.355026398655	23.1168352410004	23.2360549332447	23.516253805507	24.7081249872219	23.2956704382223	23.8907431654081	23.6346147680555	25.0272015523637	24.4799181364621	23.9742883661139	22.8646068960537	22.8851024841066	23.2863737435827	24.3728396925783	24.0869962679305	24.3821921950634	24.2499154936105	25.1769842154174	23.8395206940323	23.3211894811366	26.3249180429205	26.8319903549642
P04943_Ig kappa chain V-VI regi.	23.1688685648273	23.0292702056873	22.5632551684228	22.4346838336261	22.5822399705228	24.3988113949508	21.4183228379195	22.419353434077	22.671263215535	22.3102143292366	22.8504925654344	22.7298650784048	21.4480058698546	24.2584362096474	22.8739552673344	22.1858239685824	22.2331548990652	22.165518733975	22.5170916885781	24.0567491646093	22.8759293868921	23.6606554475337	23.712077209023	23.835486846415
P33434_72 kDa type IV collagena.	18.8677178096045	19.2570057825351	17.5310074110091	17.7705385961833	19.1145700153377	18.9016067822294	18.5143563868581	18.692801172716	17.5053280733352	19.0954684953769	19.0404387363717	18.8461002740027	19.0263937601238	19.5872179563057	18.7824971932641	19.0717626745365	19.173594040375	17.6006520252836	19.6397890255821	20.0398293860862	17.8138779311957	19.8533733420724	19.2387669677617	19.5258143313382
Q9JI02_Secretoglobin family 2B .	22.2344715997829	19.9389739137631	20.6367333623027	22.755488271702	21.6088718091711	23.4866949856537	23.804653741422	23.4908896718714	23.7511761624435	23.3744542235502	20.2859777135918	21.5200434802728	23.7968625754989	20.9880431146104	22.2378888540455	24.2460184382918	24.4719346436077	23.9248488304139	23.7531101199807	21.5338997795255	21.3310399312603	21.4239351736894	24.2400374998842	22.5443921378494
E9PV24_Fibrinogen alpha chain	29.9244861554502	29.7469600633371	30.3292602450096	30.0932669963856	29.7451358410975	30.6096210880919	30.8169005444722	29.6070644305311	29.3541967766304	30.6046303671452	28.9998491633303	29.099411542599	29.6568693258442	29.0628615496838	28.6755217510983	29.6897042467899	29.7028331061244	28.8478010814627	29.1473066428762	30.3867388684856	29.325483201547	29.6303109019224	30.5416841601801	29.340631823721
Q8VCG4_Complement component C8 .	25.2289726319791	25.1092628460354	25.3338493853155	25.2253371965438	24.8674243909825	26.8290854042802	26.6385361187806	26.6092096303876	26.3631219998902	26.5201598098573	25.3226099481319	25.3982268789077	26.5553732890966	25.3100101369351	24.5991840474325	26.3329053613356	26.3454715741822	26.2627763227834	26.4066616257919	24.774786154925	25.4993421579366	24.9286699901608	26.6426570412714	25.3009873113331
P08226_Apolipoprotein E	29.1318436188627	28.8785136659333	29.034995709118	29.0417916459477	29.1834998474545	29.3441807543208	29.0853596404828	28.6972451383682	28.7858482378346	28.7447015435016	29.1691862806253	29.3468060032643	29.1389699778245	29.4509562326512	29.2989466247573	29.0798071825279	29.2147145734206	29.0724574676587	29.146367148676	29.193007313917	29.0900969089548	29.429796455686	28.7373454538293	29.3844575734028
P35917_Vascular endothelial gro.	22.0518091842843	22.27134946368	22.1184262702176	22.1100496199799	21.9835761696149	21.7959227255368	21.9288646808067	21.9936079699535	21.7473049603654	21.8596374347136	22.1515418310383	21.9574772457627	21.8203252589643	22.0183037693496	21.7557319318524	21.9023936087025	21.8704162722993	21.8871083803462	21.9152243772058	21.7443333348974	21.8749240497357	22.0996264775329	21.825752959609	21.7745100011465
P06684_Complement C5	27.5517631703624	27.4735515520389	27.572031824108	27.6110406741657	27.5757616179147	28.59364073318	28.3810126748056	28.3945961449307	28.4006353101703	28.1929194501701	27.5541821249061	27.6469547115684	28.1801396849009	27.4589494863491	27.4132622344511	28.260810590945	28.1577364225834	28.1203809103699	28.2495530101432	27.627557484387	27.3581230417801	27.412091310958	28.5287549095479	27.5252018876765
P01844_Ig lambda-2 chain C regi.	17.0371801422713	17.3644258942997	17.8527500979913	17.7688219937049	21.2540447841909	20.7273770687847	20.1841248576242	22.6238555977821	21.1820636162441	20.8487797502395	20.4081191499113	17.2135857466114	17.8989311564866	21.9401242998343	17.8586943688145	21.2216183900798	16.990817288485	21.2530261246331	20.8071111774831	22.6852257296414	18.3748857192383	21.954322085248	22.650420491446	21.8778398831725
O89053_Coronin-1A	18.3387558348041	17.9565768327367	19.9168468366334	17.7407281217809	20.0087158412392	16.1502095951805	16.4329726154832	19.8776605502336	19.9302830026725	16.6424435169467	19.8518569144314	20.5468332438015	18.8858887488433	20.4413718177417	20.7166240797985	19.0966831422785	20.1813608194095	19.8886654016159	20.2425515000426	18.6788585251117	21.0335441562584	18.6190276373903	18.6415263451501	17.509597655977
P52480_Pyruvate kinase PKM	24.0121998000713	24.0416514655913	24.2418876020019	24.0073638737172	24.2797412055782	23.5945976286916	23.7762755889352	24.4096447197411	24.108939787433	23.7949598611048	24.3449009228968	24.3527909258311	24.1028400987546	24.6125099345838	24.6776315838364	23.9977448356428	24.2836434316208	24.0804080091311	24.25159971636	24.0467941254876	24.5308212498214	24.1399548819129	23.7700047654949	24.3472983059522
P97298_Pigment epithelium-deriv.	24.6242519658751	24.5585331718535	24.6319008581733	24.733258565081	24.6616348108486	24.820146136185	24.6632865301401	24.6799782765852	24.6769260672443	24.7386060635544	24.7179632534428	24.6995663111253	24.8360782935009	24.6952731149966	24.4909039903156	24.7407552720388	24.7360052674603	24.7613142351523	24.5274487279204	24.4651655551138	24.5273580432264	24.6838065618296	24.6753215613425	24.4547632813926
Q9R1P3_Proteasome subunit beta .	22.8461076445246	23.8333305121505	23.108571514452	24.1427142760322	24.1633080093436	23.7569746509225	23.293266336004	22.9041363375054	23.242502370575	22.638057238342	22.6993947436214	23.0297243185942	23.3158535549343	24.6509021868718	25.035480242533	23.3037728064754	23.0587063946691	25.3404591939176	25.262885117169	22.6171399819192	23.3127588974584	22.5205740828573	22.5533386769018	25.4765910950092
Q9WVJ3_Carboxypeptidase Q	22.6534661474112	22.5368501338238	22.8518122224381	22.8354212114848	22.8655460118048	22.1105229758909	22.2304231894859	22.3531219167254	21.9848226038623	22.4781225438667	22.7303600511308	22.4211935790326	22.3284375835163	22.8821229267186	22.6780767636143	22.3577030058723	22.4644946487947	22.5866228972873	22.3387051039693	22.8415304689062	22.454183053672	22.8863687306183	22.5236358917473	22.7508034705559
P09581_Macrophage colony-stimul.	24.0017088390749	24.0319301657305	23.9888084439713	24.0646812646274	23.8954006407173	23.5641589119688	23.5863830657311	23.9376043346524	23.9683958356897	23.7696358978298	24.0354018756276	23.925847504619	23.5990212356151	23.8968745847918	24.028810386592	23.5894087317256	23.6499225229899	23.688325660999	23.6132468710016	23.7137212848297	23.4682844594405	23.9643018197996	23.8706435338445	23.9078605268137
Q01339_Beta-2-glycoprotein 1	28.2948243269324	28.2790764842337	28.1533692613103	28.1761801508803	28.1954222233443	28.0309753804082	28.0379671443999	28.1302729828003	28.237689624546	28.3010487330372	28.1479335639529	28.1732013315035	28.1754220877931	28.0754003139298	28.176901303671	28.1223758813802	28.0870352897326	28.2378512271552	28.1223632416526	27.5799649822292	28.0826011059281	28.1725674438735	28.090595591692	28.064614663944
P01864_Ig gamma-2A chain C regi.	27.6109666932722	27.0001052495431	27.3119771985845	26.845895239003	27.3187586216864	27.3177022832579	26.3311122542675	27.3933083576232	27.5893660963415	26.7503358089036	28.3355500990964	27.50952289584	26.1473757448625	27.9269741222305	28.1102287200499	26.8743672693223	27.5612365447698	26.9311484133869	27.3033720420963	28.115377887405	26.6515085416594	27.2346857443429	27.9701371441338	28.4222598605294
