variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M120T1.7_L.Threonine	c18acquity	L-Threonine	CHEBI:16857	1	a,b,c	-0.0642849729282453	0.920708196400271	0	0.253746058356548	0.154115568781449	0	0.0577838853302914	0.94926271662953	0	0.437242772041497	0.0163275573890899	1	0.281252019090123	0.1293784695465	M120T1.7	120.065520430942	53.3283079380411		[M+K]+ 81.1102 [M+H]+ 119.059	7	7	@M74.0599T0.89|+(HCOOH)|+(H2O-CO)|@M102.0552T0.89|+(H2O)|@M300.1288T0.89|-(C6H10O5)-(H2O)
M130T1.7_peptide	c18acquity	peptide		3	a,b	0.111044742827872	0.721188065233668	0	-0.0939958325747945	0.563240788723584	0	0.050203272581836	0.857303566181165	0	-0.379207003786071	0.000698488669349145	1	1.05830734673355	0.900543434588938	M130T1.7	130.049915171373	71.2468155240228	[176][M]+		1	8	@M84.0443T1.2|+(HCOOH)|+(H2O-CO)
M147T1.11_peptide	c18acquity	peptide		3	a,b	-0.18661883897428	0.617744136447995	0	0.432914090581068	0.00153479699089436	1	-0.0424909876425303	0.902320692036755	0	0.568218598569782	0.000247662819592384	1	1.10379340322327	0.517580455220598	M147T1.11	147.112811336908	45.2596370589497	[209][M]+	[M+H]+ 146.104	84	9	@M84.0807T0.76|+(NH3)+(HCOOH)|@M130.0863T0.76|+(NH3)|+NH3|@M148.116T0.75|-13C|@M169.0947T0.79|-Na|@M191.0767T0.79|-2Na
M259.0642T0.79	c18acquity			4		-0.172590516240289	0.614130154358376	0	0.439464372812351	0.000304911815910898	1	-0.0461608462478527	0.874465440538794	0	0.5867619888039	2.45227651074248e-05	1	1.17558904241177	0.678663096875505	M259T1.4	259.064200883102	47.2665586465661	[529][M]+	[M+Na+NaCOOH]+ 168.087	176	9	@M191.0767T0.79|+(HCOONa)|@M327.0518T0.79|-(HCOONa)|@M395.0393T0.79|-2(HCOONa)
M327.0518T0.79	c18acquity			4		-0.200017775967609	0.570128748510575	0	0.466918500674723	0.000332045413678379	1	-0.0106955474304229	0.9456567144757	0	0.562327442167774	4.97679638122997e-05	1	1.18863598107219	0.387036173428827	M327T1.2	327.051794256997	47.2973418862207		[3M+K]+ 96.0346 [M+K]+ 288.089	176	9	@M191.0767T0.79|+2(HCOONa)|@M259.0642T0.79|+(HCOONa)|@M395.0393T0.79|-(HCOONa)|@M463.0265T0.79|-2(HCOONa)
M395.0393T0.79	c18acquity			4		-0.106232256668306	0.784317447458609	0	0.3435609088327	0.00855797288591795	1	0.0132939118397513	0.991988602573091	0	0.506445789249076	0.000198418141135065	1	0.704240701077103	0.235073049172554	M395T1.3	395.039272155756	47.3058284564304	[1074][M]+	[M+K+NaCOOH]+ 288.089	176	9	@M259.0642T0.79|+2(HCOONa)|@M327.0518T0.79|+(HCOONa)|@M463.0265T0.79|-(HCOONa)|@M531.0138T0.79|-2(HCOONa)
M463.0265T0.79	c18acquity			4		-0.112672890176396	0.760481673016142	0	0.420421026879122	0.000395194905579721	1	-0.0294876359923588	0.908043414211062	0	0.514640129170697	5.82837270447744e-05	1	0.778297743349341	0.598061019696202	M463T1.2	463.026544765627	47.2693103575782	[1294][M]+		176	9	@M327.0518T0.79|+2(HCOONa)|@M395.0393T0.79|+(HCOONa)|@M464.0296T0.79|-13C|@M531.0138T0.79|-(HCOONa)|@M599.0011T0.79_2|-2(HCOONa)
M464.0296T0.79	c18acquity			4		-0.108617242184778	0.806043181277023	0	0.483143333591707	0.000318235712963929	1	-0.0531881275711008	0.869628085348798	0	0.697191406641229	8.72146195812276e-06	1	0.567891982280671	0.681539474835826	M464T1	464.029635328939	47.467615212647	[1294][M+1]+		176	9	@M463.0265T0.79|+13C
M531.0138T0.79	c18acquity			4		-0.17561333935639	0.626768812279365	0	0.447478663229127	0.000733844273206931	1	-0.0445146654427244	0.880635689437569	0	0.569734856042801	7.47294988446351e-05	1	1.05335613265663	0.608408272776511	M531T1.3	531.013819341685	47.2752255340682	[1550][M]+		176	9	@M395.0393T0.79|+2(HCOONa)|@M463.0265T0.79|+(HCOONa)|@M532.017T0.79|-13C|@M599.0011T0.79_2|-(HCOONa)|@M666.9886T0.79_2|-2(HCOONa)
M532.017T0.79	c18acquity			4		-0.218213851098652	0.570128748510575	0	0.439516822648185	0.0024668651907064	1	-0.107027577145217	0.705873137528511	0	0.547882611185628	4.44881726236511e-05	1	1.47103380911184	0.991654640709008	M532T1	532.016969611404	47.2997075067457	[1550][M+1]+		176	9	@M531.0138T0.79|+13C
M599.0011T0.79_2	c18acquity			4		-0.163376287766786	0.626531725228626	0	0.493441038847664	4.7565723812281e-05	1	0.0194283841562886	0.996223751849806	0	0.54828161547456	4.80525905588863e-05	1	0.918109219203948	0.227869471218939	M599T1.3	599.0011	47.269674	[1797][M]+		176	9	@M463.0265T0.79|+2(HCOONa)|@M531.0138T0.79|+(HCOONa)|@M600.0043T0.79|-13C|@M666.9886T0.79_2|-(HCOONa)|@M734.976T0.79_2|-2(HCOONa)
M600.0043T0.79	c18acquity			4		-0.163983668796869	0.704861437821957	0	0.484908935773964	0.00169717703322546	1	-0.00127592184727021	0.966382654212154	0	0.596870908474116	7.74493726291481e-05	1	0.892577385311452	0.358034027601807	M600T1	600.0043	47.301078	[1797][M+1]+		176	9	@M599.0011T0.79_2|+13C
M666.9886T0.79_2	c18acquity			4		-0.131413699880799	0.736154768602534	0	0.4630013458973	0.000429656077422893	1	-0.00702871130715543	0.950245166500192	0	0.592017595086759	3.05146644465656e-05	1	0.701566460252943	0.387752933789895	M667T1.3	666.9886	47.304006	[2018][M]+	[M+H-HCOOH]+ 711.987 [M+H-HCOOH]+ 711.987	176	9	@M531.0138T0.79|+2(HCOONa)|@M599.0011T0.79_2|+(HCOONa)|@M667.9915T0.79_2|-13C|@M734.976T0.79_2|-(HCOONa)|@M802.9632T0.79_2|-2(HCOONa)
M667.9915T0.79_2	c18acquity			4		-0.0698653625450039	0.883376560501333	0	0.358052693688336	0.00232063067004118	1	-0.0104618109551904	0.949081134842864	0	0.500729470959397	0.000186923317394107	1	0.53760773756237	0.397895011632746	M668T1.2	667.9915	47.411412	[2018][M+1]+		176	9	@M666.9886T0.79_2|+13C
M734.976T0.79_2	c18acquity			4		-0.135821793818319	0.707906919692916	0	0.465913834585479	0.000229266510712544	1	-0.0114584989182447	0.945113123430679	0	0.601767487239355	3.37138720013813e-05	1	0.819170885424835	0.422677361704553	M735T1.4	734.976	47.29734	[2226][M]+	[M+Na]+ 711.987 [M+Na]+ 711.987	176	9	@M599.0011T0.79_2|+2(HCOONa)|@M666.9886T0.79_2|+(HCOONa)|@M735.9786T0.79|-13C|@M802.9632T0.79_2|-(HCOONa)|@M870.9508T0.79|-2(HCOONa)
M735.9786T0.79	c18acquity			4		-0.0839628682860116	0.885507167443357	0	0.487843095549843	0.000301437118608936	1	-0.0348432429892487	0.913671639263044	0	0.571115784142378	0.000178675486908232	1	0.53584728792343	0.550449556344649	M736T1.1	735.9786	47.29803	[2226][M+1]+		176	9	@M734.976T0.79_2|+13C
M802.9632T0.79_2	c18acquity			4		-0.221340379405033	0.490504735292734	0	0.42459903424005	0.000788302531009561	1	-0.0394027744377983	0.878499114363028	0	0.596147777111609	1.09127642561389e-05	1	1.45825989285933	0.626989387839736	M803T1.3	802.9632	47.370324	[2428][M]+	[M+Na+NaCOOH]+ 711.987 [M+Na+NaCOOH]+ 711.987	176	9	@M666.9886T0.79_2|+2(HCOONa)|@M734.976T0.79_2|+(HCOONa)|@M803.966T0.79_2|-13C|@M870.9508T0.79|-(HCOONa)|@M938.9383T0.79|-2(HCOONa)
M803.966T0.79_2	c18acquity			4		-0.156626847093744	0.652174032806387	0	0.44879931172555	0.000486077983071318	1	0.0636935783498576	0.93915080395121	0	0.601504833008145	6.85297313046324e-05	1	0.998726708372346	0.0231835588800799	M804T1.1	803.966	47.31066	[2428][M+1]+		176	9	@M802.9632T0.79_2|+13C
M870.9508T0.79	c18acquity			4		-0.155932398719429	0.660780251565486	0	0.453686624905064	0.000495300652043218	1	-0.0282214565657242	0.903605994135457	0	0.636331551561399	3.86117742370057e-06	1	0.924680283564428	0.545388063151679	M871T1.2	870.9508	47.302542	[2621][M]+	[M+K]+ 831.988 [M+K]+ 831.988	176	9	@M734.976T0.79_2|+2(HCOONa)|@M802.9632T0.79_2|+(HCOONa)|@M938.9383T0.79|-(HCOONa)
M938.9383T0.79	c18acquity			4		-0.2205640350585	0.542624969428317	0	0.530084206056621	9.42605742371036e-05	1	-0.0484791359379706	0.875818600870638	0	0.587830714527929	6.43388220420315e-05	1	1.18708042683035	0.636633851153951	M939T1.2	938.9383	47.362536	[2776][M]+	[M+K+NaCOOH]+ 831.988 [M+K+NaCOOH]+ 831.988	176	9	@M802.9632T0.79_2|+2(HCOONa)|@M870.9508T0.79|+(HCOONa)
M87.0998T2.41	c18acquity			4		-0.114534320532412	0.779227864955233	0	0.333439594987277	0.0168995912575051	1	-0.0462913893134456	0.913671639263044	0	0.338930146765268	0.028470543761263	1	0.565974751535876	0.381292541029141	M87T2.1	87.0997937056985	144.555451121434	[51][M+1]+		50	10	@M86.0964T2.41|+13C|@M133.1052T2.4|-(HCOOH)|-(H2O-CO)
M132T2.3_L.norleucine	c18acquity	L-norleucine	CHEBI:18347	1	a,b,c	-0.122209488611841	0.767299879227808	0	0.348849298563763	0.014418323844205	1	-0.0651048434566732	0.878555740302118	0	0.370753860753656	0.020010093899718	1	0.618864211901431	0.51996131596712	M132T2.3	132.101905720051	144.150008207971	[181][M]+	[M+K+HCOOH]+ 47.1333 [M+Na+HCOOH]+ 63.1072 [M+H+HCOOH]+ 85.0891	50	10	@M86.0964T2.41|+(HCOOH)|+(H2O-CO)|@M133.1052T2.4|-13C
M87.0997T1.2_3	c18acquity					-0.0738365393853897	0.804745247177699	0	0.180023733642305	0.100120615566846	0	-0.0869157313851581	0.786636613576387	0	0.199902006188697	0.0754729084489836	0	0.677855364989993	0.862317592718056	M87T1.11	87.0997287392543	71.8213082171148	[52][M+1]+		1	11	@M86.0964T1.2_2|+13C
M132T1.11_peptide	c18acquity	peptide		3	a,b	-0.0447007292726767	0.901225004491538	0	0.164829479432232	0.098280916311475	0	-0.0541962407739973	0.837505069572546	0	0.18239861188566	0.047080540764067	1	0.471723436207337	0.748799804049543	M132T1.11	132.101973608365	71.6802255082416	[182][M]+		1	11	@M86.0964T1.2_2|+(HCOOH)|+(H2O-CO)|@M133.1053T1.19|-13C|@M134.1069T1.19_2|-18O|-13C2
M132.102T8.87	c18acquity			4		0.0504306900439193	0.924555488755319	0	0.000161485327877742	0.98800001158878	0	-0.0454730019916134	0.948042895507451	0	0.120794699998243	0.614004882753829	0	0.573768187696541	0.27006790095982	M132T9.1	132.101950850197	532.146173926934		[M+H+NH3]+ 114.071	156	12	@M86.0964T8.88|+(HCOOH)|+(H2O-CO)
M174T9.3_N.Acetyl.L.leucine	c18acquity	N-Acetyl-L-leucine	CHEBI:17786	2	a,b	0.0259114628893897	0.972695876824593	0	0.129097913073458	0.760271291625918	0	-0.0931434936270907	0.931531146827334	0	0.297707460654753	0.40811928600986	0	0.411144413016574	0.263438364265066	M174T9.3	174.112440994142	531.81089548013	[265][M]+	[M+H-C5H8O4]+ 305.146	156	12	@M86.0964T8.88|+(C3H4O3)|@M156.1019T8.86|+(H2O)
M87.0998T2.12	c18acquity			4		-0.0547369172248136	0.917468501565644	0	0.235492631388972	0.0692949765306257	0	-0.0532592321098981	0.895773881479658	0	0.27103061707148	0.0565305215409289	0	0.212500497567685	0.457910703680122	M87T2.2	87.0997754548489	126.995910712936	[54][M+1]+		90	13	@M86.0964T2.12|+13C|@M133.1052T2.11|-(HCOOH)|-(H2O-CO)
M132T2.4_L.leucine	c18acquity	L-leucine	CHEBI:15603	1	a,b,c	-0.0649681153000934	0.917468501565644	0	0.328061808527593	0.0200843395053893	1	-0.0586927445521397	0.892695720352824	0	0.30367808511896	0.0472164257991584	1	0.251440947942971	0.473036947630752	M132T2.4	132.101893201416	126.665869672523	[183][M]+	[M+K+HCOOH]+ 47.1332 [M+Na+HCOOH]+ 63.1072 [M+H+HCOOH]+ 85.0891	90	13	@M86.0964T2.12|+(HCOOH)|+(H2O-CO)|@M133.1052T2.11|-13C
M133T1.8_3.Ureidopropionic.acid	c18acquity	3-Ureidopropionic acid	CHEBI:18261	2	a,b	0.260296416358884	0.626531725228626	0	0.66509238876478	0.0115948169604552	1	0.423547657338393	0.52498826094897	0	0.775298048542446	0.00816012387667919	1	1.18277097816797	1.0397522869307	M133T1.8	133.060822528482	70.9085673535554	[184][M]+		1	14	@M90.0548T1.19|+(NHCO)
M90.5068T8.42	c18acquity			4		0.0323613466562165	0.883376560501333	0	0.255421114999105	0.0524042884824231	0	-0.0615916604047584	0.918276704379013	0	0.231283334748049	0.248345031079691	0	0.375734076787951	0.713907288293585	M91T8	90.5068492755064	505.110128114613			3574	15	@M91.5046T8.44|-15N
M90.5068T8.79_1	c18acquity			4		0.0578137872521616	0.769167954278394	0	0.133791962764541	0.164753119176592	0	-0.0838138353963593	0.878555740302118	0	0.123694560995506	0.528303061644986	0	0.741225572746153	0.816972656736307	M91T9	90.5068487837459	527.586733683549		[M+H-H20]+ 107.512	4984	16	@M91.5046T8.84|-15N
M90.5069T9.27	c18acquity			4		-0.0213313355551144	0.948650447595704	0	0.0926728842306481	0.256534890285421	0	-0.106068212969298	0.819577643000203	0	0.0291038282645388	0.861713142044649	0	0.266585264988005	1.00114517567411	M91T9.2	90.50687395384	556.027660981738			166	17	@M91.5046T9.17|-15N
M96.9218T0.86	c18acquity			4		0.029289767938053	0.950679895799753	0	-0.148032468727276	0.158079665368338	0	0.0102372616156003	0.963224295332485	0	-0.273233776122055	0.0212137461353108	1	0.332464561292168	0.4055412603993	M97T1.2	96.9217554851634	51.3552201165178		[M+K]+ 57.9565	7	18	@M98.9191T0.86|-34S|-41K|-37Cl
M99.5126T8.42	c18acquity			4		0.0793057425959454	0.763415669227367	0	0.197791853990484	0.122564900488749	0	-0.0641660121157202	0.913671639263044	0	0.192103395581551	0.331089853310123	0	0.744669796352099	0.725031808624626	M100T8	99.5125722686442	505.129078885825			3574	19	@M100.5104T8.41|-15N
M99.5126T7.56	c18acquity			4		0.0591705028003595	0.764082456681204	0	0.232200889165892	0.028104021361076	1	0.00542386021698604	0.993428615488081	0	0.261550624859776	0.0502190734794952	0	0.725799728558767	0.390191312151623	M100T8.1	99.5125902215307	453.505665003031		[M+3Na-H]2+ 131.07	26	20	@M100.5104T7.55|-15N
M99.5126T9.15	c18acquity			4		0.0463187085064973	0.783281558080932	0	0.103921003723958	0.209998498423887	0	-0.0699416749395212	0.89393303695646	0	0.0576406741926547	0.755555766605622	0	0.694339413982198	0.773558562706439	M100T9	99.5125940380322	549.246767911927			3091	21	@M100.5104T9.15|-15N|@M101.5093T9.21|-34S|-41K|-37Cl
M99.5126T7.93	c18acquity			4		0.0145957480715388	0.919776668899161	0	0.243278225268941	0.0331647800067917	1	0.00365134001730283	0.992759730172714	0	0.256020561421266	0.107470482331634	0	0.287460742237734	0.426146873003402	M100T8.2	99.5125588010778	475.906355237566		[M+2H-H20]2+ 215.02	77	22	@M100.5104T7.9|-15N
M99.5126T8.75	c18acquity			4		0.0552166550721545	0.779227864955233	0	0.168266856507554	0.0922734331242937	0	-0.0739239777388221	0.891558907635247	0	0.123777030758099	0.508501146093318	0	0.712859076959849	0.826119040843371	M100T9.1	99.5126415992922	524.900175906917			3416	23	@M100.5104T8.73_1|-15N
M99.5126T8.16	c18acquity			4		0.0542004390729822	0.796053243612634	0	0.252249892070676	0.0347996714998641	1	-0.0393456288308833	0.940061808375466	0	0.258832361379937	0.154760393311754	0	0.614246086662876	0.630851632827068	M100T8.3	99.5126176425196	489.625706703116			4208	24	@M100.5104T8.16|-15N
M121.0842T6.19	c18acquity					0.0228401183754716	0.91763640651668	0	0.174356504071623	0.151938512479718	0	0.0169203212692874	0.974510855246379	0	0.0608183256991293	0.608030995836976	0	0.41973737049695	0.119252919223249	M121T6	121.084189389985	371.103420714444	[155][M+1]+		45	25	@M120.0808T6.19|+13C|@M167.0895T6.18|-(HCOOH)|-(H2O-CO)
M166.0862T6.18	c18acquity			4		0.0200707538024432	0.91763640651668	0	0.137974056329778	0.190004221781527	0	0.0303739306483877	0.940061808375466	0	0.0680519250307547	0.547200272328863	0	0.458133974538941	0.349026141061191	M166T6.2	166.086212369467	371.000269364715	[248][M]+	[M+H]+ 165.078	45	25	@M103.0546T6.19|+(NH3)+(HCOOH)|@M120.0808T6.19|+(HCOOH)|+(H2O-CO)|@M167.0895T6.18|-13C
M104.1073T0.87	c18acquity			4		-0.104381114431689	0.643243017785293	0	-0.00747289951878116	0.905971493007555	0	-0.107956802668365	0.708672604647448	0	-0.125238578923966	0.264229342844053	0	1.25299630241594	0.838959726251506	M104T1.16	104.107294080763	52.4007454549426	[116][M]+	[M+Na]+ 81.1102	7	26	@M105.1107T0.87|-13C
M104.1074T1.11	c18acquity			4		-0.0593568268726692	0.788238358644017	0	-0.368019627575901	0.0061804363484463	1	-0.0887652935349479	0.874465440538794	0	-0.481508691936501	0.000507441842373502	1	0.516990675921096	0.114174816057344	M104T1.17	104.107394054804	66.4824349518198	[117][M]+		2	27	@M105.1108T1.11|-13C
M105T8_Hippuric.acid	c18acquity	Hippuric acid	CHEBI:18089	1	a,b,c	0.357393701181104	0.818242522448308	0	-0.107842833624922	0.924031438870891	0	0.032572057065245	0.98905926514654	0	-0.056978744604482	0.943673091076867	0	0.568243149654091	0.0663095943705987	M105T8	105.033883226132	502.048994469995	[120][M]+	[M+Na+NH3]+ 65.015	79	28	@M180.0655T8.37|-(C2H5NO2)
M181.0689T8.37	c18acquity					0.302455351277112	0.795623231993262	0	-0.0429054288071509	0.975321376839728	0	0.0311589183059677	0.986477332631293	0	-0.139963313431382	0.794597667504589	0	0.558026759424355	0.00139662106914569	M181T8	181.068890111461	501.983824081418	[276][M+1]+		79	28	@M180.0655T8.37|+13C
M106.9508T0.83	c18acquity			4		0.00710921994267366	0.985144359304971	0	-0.147443266649706	0.0643035338992046	0	0.0222492952231228	0.918592121382774	0	-0.244137020085535	0.00488742027166148	1	0.00689805015043736	0.737468902302154	M107T1.3	106.950815151842	49.5413178209905		[M+2K]2+ 135.975	21	29	@M190.912T0.82_1|-(HCOOK)
M108.518T9.17	c18acquity			4		0.111619272840628	0.626894834039144	0	0.129873538671621	0.216976261245185	0	-0.0483714289769424	0.943351354024752	0	-0.00403609782397396	0.993117983250903	0	1.17752871235195	0.457893995541018	M109T9	108.518032254248	549.968006989884			78	30	@M109.5156T9.17|-15N
M108.518T11.46	c18acquity			4		-0.0401805804665614	0.744169069494001	0	-0.157409310053357	0.0174222295915326	1	0.0179549675037265	0.93915080395121	0	-0.12113906483399	0.12867765658064	0	0.897121604140032	0.456975116521475	M109T11.1	108.51801302856	687.505522552908		[M+H]+ 107.508	136	31	@M109.5156T11.47|-15N
M133T1.10_L.ornithine	c18acquity	L-ornithine	CHEBI:15729	2	a,b	-0.00838771645689107	0.984274242736459	0	-0.0124872659983417	0.960029653810024	0	0.216997675490315	0.591487437982161	0	0.0192593881226522	0.965528428462985	0	0.0792628272999753	1.57851689270703	M133T1.10	133.09716776369	45.252772637665	[185][M]+	[M+H-CH2]+ 146.104	84	32	@M115.0865T0.76|+(H2O)|@M116.0705T0.76|+(NH3)|+NH3
M118.0863T0.91_2	c18acquity					-0.0725230378044941	0.863176308176472	0	0.217704246127855	0.107018164996491	0	-0.0870071736023377	0.83486889389765	0	0.0705773891105999	0.633487127776802	0	0.236087399800797	0.640104456716132	M118T1.10	118.086253193032	54.4943280057422	[152][M]+		13	33	@M119.0896T0.91|-13C
M118.0863T1.18_2	c18acquity					0.0494231594781027	0.807018175632468	0	0.0123991546000859	0.889635199058313	0	0.0228102511772832	0.949413889095505	0	0.0210057054012296	0.872700981976718	0	0.601976506535176	0.277199212418546	M118T1.11	118.086267794245	70.7184631016616	[153][M]+	[M+H+NH3]+ 100.055	1	34	@M119.0896T1.18|-13C|@M120.091T1.18_2|-18O|-13C2
M119.0493T1.2	c18acquity					0.133950260115126	0.622108991879345	0	0.0572955097819712	0.641579826696281	0	0.192217574946238	0.248194522745314	0	0.09544620813897	0.396342777738947	0	1.43742878810406	1.78468500639184	M119T1.8	119.049312319774	71.9262967893654			1	35	@M136.0758T1.19|-(NH3)|-NH3
M182.0812T1.19_2	c18acquity					0.151790113762246	0.609599716545529	0	0.155854864950022	0.219818449741599	0	0.182528460395503	0.461291129250544	0	0.136526536691857	0.298232615385625	0	1.5455498463438	1.3936001379895	M182T1.5	182.081171863574	71.2709035444536	[281][M]+		1	35	@M136.0758T1.19|+(HCOOH)|+(H2O-CO)|@M165.0547T1.19|+(NH3)|+NH3|@M183.0845T1.19|-13C
M166.0862T2.73	c18acquity			4		0.14793298849839	0.648112660099539	0	0.0313483940719372	0.824438131897938	0	0.121411529841577	0.760180217502369	0	-0.0213863536924812	0.882603862120252	0	1.42810015092179	1.12358325263345	M166T3	166.086242346745	163.870585004216	[249][M]+		3641	36	@M120.0808T2.76|+(HCOOH)|+(H2O-CO)|@M167.0896T2.73|-13C
M126.022T0.89	c18acquity			4		0.107942389183584	0.700057640678221	0	0.0134719716894836	0.896729863784994	0	0.263049385468786	0.087343350824153	0	-0.25466396985049	0.0119401483828326	1	1.24764790568479	2.52325788491133	M126T1.5	126.021975445375	53.2216005947448		[M+H]+ 125.014	7	37	@M148.0039T0.87_1|-Na
M169.9858T0.86_1	c18acquity					0.107915162942625	0.722231915766674	0	0.0723900972503628	0.630971893881484	0	0.238709139243948	0.19429675827059	0	-0.164498426333136	0.142634029447106	0	1.3076675569398	2.28426244125447	M170T1.2	169.985787670761	51.4074711907311		[M+2Na-H]+ 125.014	7	37	@M148.0039T0.87_1|+Na
M156.9659T9.81	c18acquity			4		0.0332055315922961	0.802088721964725	0	0.20671301727408	0.0107109677964496	1	-0.0437703680447097	0.915739553002047	0	0.163950921133928	0.239149358248283	0	0.618219605575644	0.705746869240973	M157T10	156.965945796667	588.662188608964			68	38	@M158.9613T9.74|-34S|-41K|-37Cl|@M204.9669T9.81|-(CH4S)
M158.9613T9.74	c18acquity			4		0.00916706091420849	0.937340299129172	0	0.12629727466275	0.13449951651096	0	-0.0401686121914153	0.936056278459032	0	0.109812818546629	0.499716322032485	0	0.260999245339297	0.607222446239996	M159T10.1	158.961292404139	584.129759572256		[M+K+HCOOH]+ 73.9934 [M+K+HCOOH]+ 73.9934	68	38	@M128.9509T9.75|+(CH2O)|@M156.9659T9.81|+34S|+41K|+37Cl|@M186.9562T9.73|-(CO)|@M204.9669T9.81|-(HCOOH)|-(H2O-CO)
M158.9613T8.44	c18acquity			4		0.0459423711924281	0.810949738481635	0	0.25238972919805	0.0261037197608075	1	-0.0285803898736035	0.948776130623666	0	0.29152749565397	0.08645116670406	0	0.547955336687217	0.594330278338102	M159T8	158.961308397802	506.404529597919			3585	39	@M128.9508T8.41|+(CH2O)|@M186.9561T8.45|-(CO)
M158.9613T8.89	c18acquity			4		0.058775646126108	0.778511200457526	0	0.185976090720391	0.080644964299148	0	-0.0657481526743169	0.908043414211062	0	0.173039303720898	0.357621751629025	0	0.708925771933351	0.739393692989941	M159T9	158.961312590093	533.304302872783		[M+H-CO]+ 185.949	156	40	@M128.9508T8.82|+(CH2O)|@M186.9562T8.92_1|-(CO)
M130T1.9_Pipecolic.acid	c18acquity	Pipecolic acid	CHEBI:17964	1	a,b,c	-0.0485138002469299	0.754482913084339	0	-0.688873361367307	2.39749960211308e-06	1	0.0752136968141066	0.803209656965783	0	-0.540791393688469	3.89772586946663e-05	1	0.473542733654237	0.894643721881179	M130T1.9	130.086306079904	70.8429159609174	[178][M]+	[M+H-COCH2]+ 171.093	1	41	@M131.0897T1.18_3|-13C
M132.0767T0.97	c18acquity					0.0925570788318524	0.77505155977329	0	-0.212747480064742	0.0713547457647945	0	0.188457703552867	0.356354327687933	0	-0.262546821034874	0.0181008971884787	1	0.755429880397468	1.86030281883138	M132T1.10	132.076719713966	58.4895865537891	[180][M]+		10	42	@M133.0799T0.98|-13C
M189.074T7.54	c18acquity			4		0.00779896131986391	0.91763640651668	0	0.323276479618528	0.0023254395949488	1	-0.0226113116682782	0.928583508465255	0	0.313764144167934	0.00286192597943831	1	0.145685945064276	0.467089893297344	M189T8	189.073972808714	452.570680822475	[300][M+1]+		26	43	@M188.0706T7.54|+13C|@M206.1004T7.54|-(NH3)|-NH3
M205T8_L.Tryptophan	c18acquity	L-Tryptophan	CHEBI:27897	1	a,b,c	-0.0252141480993586	0.993509375962451	0	0.323054075342164	0.00158849463253608	1	-0.0557938091480636	0.842368605141922	0	0.293733836354253	0.0043644011089849	1	0.140682868144418	0.761688301488999	M205T8	205.097123379135	452.57843085094	[352][M]+	[M+H]+ 204.089	26	43	@M132.0808T7.54|+(HCOOH)+(HCN)|+(C2H3NO2)|@M159.0917T7.54|+(HCOOH)|+(H2O-CO)|@M188.0706T7.54|+(NH3)|+NH3|@M206.1004T7.54|-13C
