variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	hmdb_id	id_comment	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M498.9301T18.2	c18acquity								M499T18	498.9300545	1090.4723484	[295][M]-		638	NA	
M498.9304T18	c18acquity								M499T18.1	498.9303617	1079.4746574			549	NA	
M499.2654T14	c18acquity			4					M499T14	499.265423	839.759583	[292][M+1]-		287	NA	
M502.2938T14.9	c18acquity			4					M502T15.2	502.2937721	894.5336772			2227	NA	
M502.2939T14.1	c18acquity			4					M502T14	502.2939452	847.9237728			239	NA	
M503.2869T14.6	c18acquity			4					M503T15	503.2868968	878.381751	[296][M+3]-		51	NA	
M504.3096T14.9	c18acquity								M504T15.1	504.3096234	896.8860438	[301][M]-		742	NA	
M504.3097T15.8	c18acquity								M504T16	504.309667	950.6830986			935	NA	
M504.9365T0.8	c18acquity								M505T1	504.9364704	48.2279244		[2M-2H+K]- 233.994	18	NA	
M505.313T15	c18acquity								M505T15.2	505.3130054	897.0308652	[301][M+1]-		742	NA	
M506.0892T7.5	c18acquity			4					M506T8	506.0891963	452.44840374			32	NA	
M506.3155T14.5	c18acquity			4					M506T14	506.3155169	869.4835998	[299][M+2]-		36	NA	
M506.3156T14.7_2	c18acquity			4					M506T15.1	506.3155735	881.8770324	[300][M+2]-		11	NA	
M506.3252T15.4	c18acquity								M506T15.2	506.3251956	921.8833242	[304][M]-		62	NA	
M506.3253T16.9	c18acquity			4					M506T17	506.3253415	1012.669947	[302][M]-		1822	NA	
M507.2729T15.6_1	c18acquity								M507T16	507.2729005	936.3129876		[M+Cl]- 472.309	17	NA	
M507.3184T14.7	c18acquity			4					M507T15	507.3184011	882.0066084	[300][M+3]-		11	NA	
M507.3286T15.4	c18acquity			4					M507T15.1	507.3286332	921.8618022	[304][M+1]-		62	NA	
M507.3288T16.9	c18acquity			4					M507T17	507.3287561	1012.5170292	[302][M+1]-		138	NA	
M508.3313T15.6	c18acquity			4					M508T16	508.3313398	936.2992668	[303][M+2]-		17	NA	
M509.3338T15.6	c18acquity			4					M509T16	509.333769	936.2871588	[303][M+3]-		17	NA	
M510.3469T16.8	c18acquity			4					M510T17	510.3468766	1009.3077354	[305][M+2]-		19	NA	
M511.3495T16.8	c18acquity			4					M511T17	511.349541	1009.3014792	[305][M+3]-		19	NA	
M512.2993T13.9	c18acquity			4					M512T14	512.2993319	831.4000956	[308][M]-		1235	NA	
M513.3028T13.9	c18acquity								M513T14	513.3028093	831.4289382	[308][M+1]-		1236	NA	
M516.2731T12.9	c18acquity			4					M516T13	516.2730563	771.4328898			688	NA	
M516.8972T0.7	c18acquity								M517T1	516.8971615	43.13369928			90	NA	
M517.8986T0.7	c18acquity								M518T1	517.8985659	43.06598748		[3M-H]- 172.964	90	NA	
M518.896T0.7	c18acquity								M519T1	518.8959823	43.0647963			90	NA	
M520.2656T15.1	c18acquity								M520T15	520.2656037	906.4240788			1191	NA	
M520.9102T0.8	c18acquity								M521T1	520.9101762	48.20979738	[313][M]-		18	NA	
M521.9136T0.8	c18acquity								M522T1	521.9135996	48.22227042	[313][M+1]-		18	NA	
M523.918T0.8	c18acquity								M524T1	523.9179916	48.14478516	[313][M+3]-		18	NA	
M524.3357T15.7	c18acquity								M524T16	524.3357323	939.3897804			2294	NA	
M524.3358T15	c18acquity								M524T15.2	524.3357982	898.5433908			26	NA	
M526.315T14.5	c18acquity								M526T15.3	526.3150407	870.7530474	[319][M]-	[M-H-C3H2O3]- 613.334	36	NA	
M527.2871T14.6	c18acquity			4					M527T15	527.2871428	875.7852588	[315][M+3]-		52	NA	
M527.3184T14.5	c18acquity								M527T15.3	527.3184399	870.755772	[319][M+1]-		36	NA	
M528.2865T14.2	c18acquity			4					M528T14	528.2864702	854.8048932			1166	NA	
M528.3096T15.6	c18acquity			4					M528T16	528.3095645	938.1351162	[321][M]-		1933	NA	
M528.3573T15.6	c18acquity			4					M528T16.1	528.3573228	937.3174896	[320][M+2]-		17	NA	
M529.3122T15.6	c18acquity			4					M529T16	529.3122422	938.1725928	[321][M+1]-		1933	NA	
M529.424T17.9	c18acquity			4					M529T18	529.4239884	1074.6542052		[2M-2H+Na]- 254.225	534	NA	
M530.3023T15	c18acquity								M530T15.1	530.3023189	897.2881164	[326][M]-	[M+Cl]- 495.333	26	NA	
M531.3051T15	c18acquity								M531T15.1	531.3050923	897.9247068	[326][M+1]-		26	NA	
M531.3061T15.3	c18acquity								M531T15	531.3060875	915.0164952	[325][M+1]-		9	NA	
M531.3179T16.8	c18acquity			4					M531T17	531.317867	1009.6332372			19	NA	
M531.3186T14.7	c18acquity			4					M531T15.2	531.3186478	883.2555228	[327][M+1]-		492	NA	
M532.2995T15	c18acquity								M532T15.1	532.299463	897.171771	[326][M+2]-		26	NA	
M532.2996T15.2	c18acquity								M532T15	532.2996232	914.6325966	[325][M+2]-		9	NA	
M532.3309T15.2	c18acquity								M532T15.2	532.3308799	911.6005944	[328][M+2]-		1218	NA	
M532.3408T16	c18acquity								M532T16	532.3407929	958.9451736			184	NA	
M537.9015T0.9	c18acquity								M538T1.1	537.901473	53.0119665			33	NA	
M538.3151T14.6	c18acquity			4					M538T15	538.3151118	876.5360658	[334][M]-		52	NA	
M538.8843T0.8	c18acquity			4					M539T1	538.8843383	48.26507226	[332][M+2]-		18	NA	
M539.0074T0.8	c18acquity								M539T1.1	539.0073824	47.19175458			18	NA	
M539.3184T14.6	c18acquity			4					M539T15	539.3184127	876.2638344	[334][M+1]-		1010	NA	
M540.2731T12.9	c18acquity			4					M540T13	540.2731058	771.0699228			1926	NA	
M540.4818T15.2_4	c18acquity								M540T15.4	540.4818271	914.289645			9	NA	
M540.5093T15.2_1	c18acquity								M541T15	540.5092643	913.6037436			9	NA	
M540.5573T15.2_2	c18acquity			4					M541T15.1	540.5572894	913.6488402	[338][M]2-		9	NA	
M540.6362T15.2_3	c18acquity								M541T15.2	540.636181	913.650735			9	NA	
M540.7266T15.2_4	c18acquity								M541T15.3	540.7265943	913.8444126			445	NA	
M540.7787T15.2_5	c18acquity								M541T15.4	540.7786917	913.551072			446	NA	
M540.803T15.2_6	c18acquity								M541T15.5	540.8030375	914.1354252			9	NA	
M540.8417T15.2_7	c18acquity								M541T15.6	540.8416735	913.7861574			447	NA	
M540.8917T15.2_8	c18acquity								M541T15.7	540.8917405	913.641756			9	NA	
M540.9417T15.2_9	c18acquity			4					M541T15.8	540.9417115	914.0651574			448	NA	
M540.9617T15.2_10	c18acquity								M541T15.9	540.9616632	914.024214			449	NA	
M541.0122T15.2	c18acquity								M541T15.10	541.0121766	913.110786			9	NA	
M541.0424T15.2_11	c18acquity								M541T15.11	541.0423684	913.7233494			9	NA	
M541.0625T15.2_12	c18acquity								M541T15.12	541.062492	913.6192746	[338][M+1]2-		9	NA	
M541.0811T15.2_13	c18acquity								M541T15.13	541.0810736	913.7233494			9	NA	
M541.2441T15.2_15	c18acquity								M541T15.15	541.2440649	914.1463278			9	NA	
M541.4834T15.2_17	c18acquity								M541T15.20	541.4834497	913.522065			9	NA	
M541.5122T15.2_1	c18acquity								M542T15	541.5121678	913.7861574			9	NA	
M541.5529T15.2_2	c18acquity								M542T15.1	541.5528766	913.6514058	[338][M+2]2-		451	NA	
M541.5927T15.2_1	c18acquity								M542T15.2	541.5927197	914.8408914	[339][M]-		452	NA	
M541.6096T15.2_3	c18acquity								M542T15.3	541.6096168	913.9872216			453	NA	
M541.6628T15.2_4	c18acquity								M542T15.4	541.6627699	913.6288566	[340][M]-		9	NA	
M541.7304T15.2_5	c18acquity								M542T15.5	541.7303823	914.0065236	[341][M]-	[M+Cl]- 506.766 [M-H]- 542.742	9	NA	
M541.7395T15.2_2	c18acquity								M542T15.6	541.7395482	914.8899438		[M+Cl]- 506.766 [M-H]- 542.742	9	NA	
M541.8339T15.2_6	c18acquity								M542T15.7	541.8339261	913.8434124			9	NA	
M542.0182T15.2_7	c18acquity								M542T15.8	542.0182166	913.598682			9	NA	
M542.1873T15.2_9	c18acquity								M542T15.10	542.1872934	914.0543634	[342][M]2-		9	NA	
M542.4513T15.2_12	c18acquity								M542T15.14	542.4513384	913.5837948	[343][M]2-		455	NA	
M542.5103T15.2_1	c18acquity								M543T15	542.5102764	914.2983054			456	NA	
M542.6106T15.2_2	c18acquity								M543T15.1	542.6105774	913.7594886	[339][M+1]-		9	NA	
M542.6366T15.2_3	c18acquity								M543T15.2	542.6366065	913.754277			457	NA	
M542.6577T15.2_1	c18acquity								M543T15.3	542.6576932	913.4996892	[340][M+1]-		458	NA	
M542.6979T15.2_4	c18acquity								M543T15.4	542.6978905	913.6506654	[342][M+1]2-		9	NA	
M542.74T15.2	c18acquity								M543T15.5	542.7399628	914.6895678	[341][M+1]-		9	NA	
M542.9572T15.2_5	c18acquity								M543T15.6	542.9572455	913.9953066	[343][M+1]2-		9	NA	
M543.0595T15.2_6	c18acquity								M543T15.8	543.0595189	913.650735	[338][M+4]-		460	NA	
M543.3394T15	c18acquity								M543T15.10	543.3394179	897.37734	[337][M+3]-		26	NA	
M543.3394T15.2_7	c18acquity								M543T15.9	543.3394199	913.6291194	[336][M+3]-		9	NA	
M544.2682T15.7	c18acquity								M544T16	544.2681838	940.48044	[345][M]-		2294	NA	
M544.342T15.2	c18acquity								M544T15.1	544.3419875	913.6251444	[336][M+4]-		9	NA	
M545.2691T14.6	c18acquity			4					M545T15	545.269119	876.234087	[344][M+1]-		52	NA	
M545.2714T15.7	c18acquity								M545T16	545.2714479	939.5474226	[345][M+1]-		2294	NA	
M546.2811T15.5	c18acquity			4					M546T15	546.2811159	929.0924508			1268	NA	
M548.2969T16.6	c18acquity								M548T17	548.2969139	996.6782274			1420	NA	
M548.8511T0.7	c18acquity								M549T1	548.8511272	42.98069358			90	NA	
M550.1162T7.5	c18acquity			4					M550T8	550.1161714	452.10019392			32	NA	
M550.3513T15	c18acquity			4					M550T15	550.3512587	899.53476			1949	NA	
M552.2032T15.1	c18acquity			4					M552T15	552.2032215	906.4587702	[346][M]-		1192	NA	
M552.3307T14.9	c18acquity			4					M552T15.3	552.3307247	895.5865638	[348][M]-		248	NA	
M552.3672T16	c18acquity								M552T16	552.3671964	959.8076892	[349][M]-	[M+Cl]- 517.398	184	NA	
M552.859T0.8	c18acquity			4					M553T1	552.8590057	48.33911094			18	NA	
M553.2056T15.1	c18acquity								M553T15	553.2056109	906.4608696	[346][M+1]-		1193	NA	
M553.3341T14.9	c18acquity			4					M553T15.2	553.3341338	895.6097214	[348][M+1]-		248	NA	
M553.3705T16	c18acquity								M553T16	553.3705292	959.7835416	[349][M+1]-		184	NA	
M554.0262T0.8	c18acquity			4					M554T1	554.0261935	47.24028114	[350][M+1]-		18	NA	
M554.2042T15.1	c18acquity								M554T15	554.2041699	906.4716468	[346][M+2]-		1194	NA	
M554.3036T14.7	c18acquity								M554T15.1	554.3036149	882.681546	[351][M]-	[M+Cl]- 519.333	11	NA	
M554.3462T15.5	c18acquity								M554T16.1	554.3462132	932.207187		[M-H-C3H2O3]- 641.365	176	NA	
M554.3463T15.7	c18acquity			4					M554T16.2	554.3462953	942.5683974	[353][M]-		1803	NA	
M554.3826T17.6	c18acquity								M554T18	554.3826441	1057.5333978			2072	NA	
M555.3498T15.7	c18acquity								M555T16.1	555.3497566	943.1881464	[353][M+1]-		1805	NA	
M556.3176T15.6	c18acquity								M556T16	556.3176179	936.3327156	[354][M]-	[M+Cl]- 521.348	17	NA	
M556.3257T14.1	c18acquity								M556T14	556.3257169	844.9414368			2325	NA	
M556.3523T16	c18acquity								M556T16.1	556.3523213	959.1668964	[349][M+3]-		2024	NA	
M557.3209T15	c18acquity								M557T15.1	557.3209263	897.753366		[M-H-CH3]- 573.349	26	NA	
M558.3154T15.6	c18acquity								M558T16	558.3154127	936.3827802	[354][M+2]-		17	NA	
M558.3333T16.8	c18acquity								M558T17	558.3333031	1009.315416	[355][M]-	[M+Cl]- 523.364	19	NA	
M560.3311T16.8	c18acquity								M560T17	560.3310789	1009.3077354	[355][M+2]-		19	NA	
M562.315T14.1	c18acquity			4					M562T14	562.315029	847.619085	[356][M]-		239	NA	
M563.3184T14.1	c18acquity			4					M563T14	563.3183587	847.8012426	[356][M+1]-		239	NA	
M564.3305T15.2	c18acquity			4					M564T15.2	564.3304649	910.6472568			1217	NA	
M564.3308T15	c18acquity								M564T15.1	564.3308167	897.1306146	[359][M]-		742	NA	
M564.4452T14.7_2	c18acquity								M564T15.3	564.4452227	882.2257776			11	NA	
M564.5131T14.7_1	c18acquity								M565T15	564.5130581	881.953338			11	NA	
M564.6415T14.7_3	c18acquity			4					M565T15.2	564.6414627	882.3192948	[361][M]2-		11	NA	
M564.7475T14.7_4	c18acquity			4					M565T15.3	564.7475085	881.8731954	[362][M]3-		11	NA	
M564.8276T0.7	c18acquity								M565T1	564.8276267	42.64212498			90	NA	
M564.8376T14.7_1	c18acquity			4					M565T15.4	564.8376099	882.762372			500	NA	
M564.9278T14.7_2	c18acquity			4					M565T15.5	564.9277603	882.6743292			501	NA	
M565.0585T14.7_5	c18acquity								M565T15.6	565.0585268	881.8283292	[360][M+1]2-		11	NA	
M565.0795T14.7_6	c18acquity			4					M565T15.7	565.0795024	882.048741	[362][M+1]3-		502	NA	
M565.1444T14.7_7	c18acquity			4					M565T15.8	565.1443899	882.2150982	[361][M+1]2-		11	NA	
M565.3341T15	c18acquity								M565T15.10	565.3341301	897.1383348	[359][M+1]-		742	NA	
M565.5134T14.7_1	c18acquity			4					M566T15	565.513431	882.3348282			11	NA	
M565.6197T14.7_3	c18acquity								M566T15.2	565.6197171	882.0511902			503	NA	
M565.8283T14.7_4	c18acquity								M566T15.3	565.828348	882.4296912			11	NA	
M566.2477T14.7_5	c18acquity			4					M566T15.4	566.2477092	882.257343			504	NA	
M566.4613T15.6_2	c18acquity			4					M566T16.1	566.4612525	936.4903092		[M+Cl]- 531.498	17	NA	
M566.4678T14.7_7	c18acquity								M566T15.8	566.4677541	882.4128114			505	NA	
M566.5299T15.6_1	c18acquity								M567T16	566.5299403	936.343842		[M+Cl]- 531.561	17	NA	
M566.5792T15.6_1	c18acquity								M567T16.1	566.5791999	936.5590686	[365][M]3-		17	NA	
M566.6581T15.6_2	c18acquity			4					M567T16.2	566.6580697	936.3497826	[366][M]2-		17	NA	
M566.7583T15.6_3	c18acquity			4					M567T16.3	566.7582568	936.2145648			17	NA	
M566.7911T15.6_4	c18acquity								M567T16.4	566.7910935	936.452715	[367][M]3-		647	NA	
M566.9156T15.6_5	c18acquity			4					M567T16.5	566.9156332	936.3987204	[365][M+1]3-		648	NA	
M566.9467T14.7_2	c18acquity			4					M567T15.1	566.9466715	882.0010398			507	NA	
M566.9477T15.6_6	c18acquity			4					M567T16.6	566.9477274	936.2555628			649	NA	
M567.0281T15.6_7	c18acquity			4					M567T16.7	567.0281446	936.331677			17	NA	
M567.0744T15.6_8	c18acquity								M567T16.8	567.0743861	936.3156486			17	NA	
M567.1212T15.6_9	c18acquity								M567T16.9	567.1211548	935.9317446	[367][M+1]3-		17	NA	
M567.1571T15.6_10	c18acquity			4					M567T16.10	567.1571173	936.1809402	[366][M+1]2-		650	NA	
M567.1793T15.6_2	c18acquity			4					M567T16.11	567.1792648	936.6992952			651	NA	
M567.2086T15.6_11	c18acquity			4					M567T16.12	567.2086095	936.2937342		[M-H]- 568.22	17	NA	
M567.3394T14.7_4	c18acquity			4					M567T15.3	567.3394165	881.8871286	[358][M+3]-		11	NA	
M567.3399T14.5	c18acquity								M567T14	567.3398563	869.4512484	[357][M+3]-		36	NA	
M567.4664T15.6_13	c18acquity								M567T16.14	567.4664141	936.2145648			17	NA	
M567.4884T15.6_14	c18acquity			4					M567T16.15	567.4883547	936.287715			652	NA	
M567.5304T15.6_1	c18acquity			4					M568T16	567.5303808	936.2975508			17	NA	
M567.6672T15.6_1	c18acquity			4					M568T16.2	567.6672067	936.71343	[366][M+2]2-		653	NA	
M567.7169T15.6	c18acquity			4					M568T16.3	567.7169212	935.1767952			17	NA	
M567.8271T15.6_2	c18acquity								M568T16.4	567.827137	936.6290808			17	NA	
M567.9043T15.6_4	c18acquity								M568T16.6	567.9042625	936.3009828			17	NA	
M568.1606T15.6_5	c18acquity			4					M568T16.7	568.1606433	936.3550584	[366][M+3]2-		17	NA	
M568.2656T14.6	c18acquity								M568T15	568.2656067	877.9645044	[369][M]-	[M+Cl+NaCOOH]- 465.309 [M-H+NaCOOH]- 501.286	51	NA	
M568.268T15.6_6	c18acquity			4					M568T16.8	568.2679639	936.2513442	[368][M]-	[M+Cl]- 533.294	17	NA	
M568.3422T14.7	c18acquity								M568T15.1	568.342181	881.9932788	[358][M+4]-		11	NA	
M568.4592T15.6_3	c18acquity			4					M568T16.11	568.4592371	936.6094308		[M-2H+K]- 531.498	17	NA	
M568.5209T16.8_1	c18acquity			4					M569T17	568.5209	1009.054239			674	NA	
M568.5471T16.8_1	c18acquity			4					M569T17.1	568.5470951	1009.665327			19	NA	
M568.5913T16.8_2	c18acquity			4					M569T17.2	568.5912683	1009.3612926			675	NA	
M568.858T16.8_3	c18acquity			4					M569T17.3	568.857988	1009.3612926			676	NA	
M568.9439T16.8_2	c18acquity			4					M569T17.4	568.9439176	1010.2519764	[372][M]3-		677	NA	
M568.9722T0.9	c18acquity			4					M569T1	568.9721581	53.4029676		[M+Cl]- 534.009	33	NA	
M568.9967T0.8	c18acquity								M569T1.1	568.9966504	47.26883826		[M+Cl+NH3]- 516.991	18	NA	
M569.0336T16.8_3	c18acquity			4					M569T17.5	569.0336317	1009.651914			19	NA	
M569.1325T16.8_4	c18acquity			4					M569T17.6	569.1325193	1009.246776			19	NA	
M569.1607T16.8_4	c18acquity			4					M569T17.7	569.1607169	1010.2000596			19	NA	
M569.2032T16.8_5	c18acquity			4					M569T17.8	569.2031997	1009.5435744			19	NA	
M569.269T14.6	c18acquity			4					M569T15	569.2690366	877.8208698	[369][M+1]-		51	NA	
M569.2778T16.8_5	c18acquity			4					M569T17.9	569.2778497	1008.9246612	[372][M+1]3-		19	NA	
M569.3552T15.4	c18acquity								M569T15.1	569.3551569	921.8398044	[363][M+3]-		62	NA	
M569.4756T16.8_6	c18acquity			4					M569T17.12	569.4755861	1009.988655	[373][M]2-		19	NA	
M569.5549T16.8_1	c18acquity			4					M570T17.1	569.5549065	1009.4142156			19	NA	
M569.6546T16.8_2	c18acquity			4					M570T17.2	569.6546343	1010.0217102			678	NA	
M569.6669T16.8_3	c18acquity			4					M570T17.3	569.6669357	1009.5406428	[374][M]2-		679	NA	
M569.7198T16.8_4	c18acquity			4					M570T17.4	569.7197793	1010.03541			19	NA	
M569.7428T16.8_5	c18acquity			4					M570T17.5	569.7427676	1009.9518738			680	NA	
M569.9547T16.8_2	c18acquity			4					M570T17.6	569.9547378	1009.3741164			19	NA	
M569.9752T16.8_6	c18acquity			4					M570T17.7	569.9751783	1009.5959058	[373][M+1]2-		681	NA	
M570.0392T16.8_7	c18acquity			4					M570T17.8	570.039188	1009.6066506			682	NA	
M570.1776T16.8_8	c18acquity			4					M570T17.10	570.1775599	1009.6031904	[374][M+1]2-		683	NA	
M570.9691T0.9	c18acquity								M571T1	570.9691323	53.4029676		[M-2H+K]- 534.009 [M+Cl]- 536.005	33	NA	
M572.9237T0.8	c18acquity								M573T1	572.9237268	48.21872766			18	NA	
M572.9656T0.9	c18acquity								M573T1.1	572.9655558	53.35528932		[M-2H+K]- 536.005	33	NA	
M575.196T14.6	c18acquity			4					M575T15	575.1959526	876.6551052		[M+Cl]- 540.226 [M-H]- 576.203	52	NA	
M578.219T15.5	c18acquity			4					M578T15.1	578.2189651	929.1579072	[376][M]-		1269	NA	
M578.3017T14.7	c18acquity								M578T15.2	578.3016928	883.919667		[M-H-CO2]- 623.301	172	NA	
M578.3464T15.3	c18acquity								M578T15.3	578.3464305	919.5406644			331	NA	
M579.2217T15.5	c18acquity			4					M579T15	579.221656	929.1262464	[376][M+1]-		1270	NA	
M580.2201T15.5	c18acquity			4					M580T15	580.2201295	929.0922684	[376][M+2]-		1271	NA	
M580.2346T16.6	c18acquity								M580T17	580.234639	996.4054116			1421	NA	
M580.3623T16.3	c18acquity								M580T16	580.3623113	977.5556928			2145	NA	
M581.3209T14.7	c18acquity								M581T15	581.3209142	882.0668682		[M+Cl+NH3]- 529.319 [M+Cl]- 546.348	11	NA	
M581.333T15.6	c18acquity								M581T16	581.3329547	937.352571		[M-H-NH3]- 599.368	17	NA	
M581.4554T18.2	c18acquity								M581T18	581.4553943	1090.4929506	[377][M]-		640	NA	
M582.3773T18.2_1	c18acquity			4					M582T18.1	582.3772837	1090.2839766			641	NA	
M582.3778T17.5	c18acquity								M582T18	582.3777783	1051.0623498			2308	NA	
M583.3369T15.6	c18acquity								M583T16	583.3368624	936.3505626		[M-H-CH3]- 599.368	17	NA	
M583.9687T0.8	c18acquity			4					M584T1	583.9686768	47.87172252		[M-H+NaCOOH]- 516.991	18	NA	
M584.3569T15.5	c18acquity								M584T15.2	584.3569064	928.1081826	[380][M]-		1272	NA	
M584.357T15	c18acquity								M584T15.1	584.356979	897.5343738	[379][M]-	[M+Cl]- 549.387 [M-H]- 585.364	26	NA	
M584.357T15.3	c18acquity								M584T15	584.3570035	915.0288786	[378][M]-		9	NA	
M585.3523T16.8	c18acquity								M585T17	585.3522653	1009.4129664		[M-H-CH3]- 601.381	19	NA	
M585.36T15.5	c18acquity								M585T15.2	585.3599822	928.2463032	[380][M+1]-		1273	NA	
M585.3603T15.3	c18acquity								M585T15	585.360318	915.1822488	[378][M+1]-		9	NA	
M585.4866T19	c18acquity								M585T19	585.4865913	1141.7360316			1430	NA	
M588.3215T14.1	c18acquity			4					M588T14	588.3214873	843.463308	[381][M+2]-		1142	NA	
M588.3308T15	c18acquity			4					M588T15.2	588.3307877	897.241461	[384][M]-		742	NA	
M588.8976T0.8	c18acquity								M589T1	588.8975624	48.16273284	[386][M]-	[M-H]- 589.904	18	NA	
M589.0027T14.7	c18acquity			4					M589T15	589.0026915	883.6683918			172	NA	
M589.3342T15	c18acquity			4					M589T15.3	589.3341745	897.1391616	[384][M+1]-		742	NA	
M589.671T14.7_1	c18acquity			4					M590T15	589.671002	883.0560282			508	NA	
M589.7163T14.7	c18acquity			4					M590T15.1	589.7162946	883.7302434			1962	NA	
M590.9021T0.8	c18acquity								M591T1	590.90212	48.21653724	[386][M+2]-		18	NA	
M591.9052T0.8	c18acquity								M592T1	591.905188	48.20549172	[386][M+3]-		18	NA	
M592.3421T14.7	c18acquity			4					M592T15.2	592.3420675	883.2644538	[383][M+4]-		509	NA	
M592.362T16.2	c18acquity								M592T16	592.361984	969.097302			1285	NA	
M592.362T16	c18acquity								M592T16.1	592.3620085	958.9072272	[391][M]-	[M+Cl]- 557.392 [M-H]- 593.369	184	NA	
M592.3622T15.7	c18acquity								M592T16.2	592.3622119	944.5559034			2215	NA	
M593.2689T14.6	c18acquity			4					M593T15	593.2688945	875.685762	[390][M+1]-		52	NA	
M593.3551T15.2	c18acquity								M593T15.1	593.3551492	911.7793884	[388][M+3]-		70	NA	
M593.3655T16	c18acquity								M593T16	593.3654829	958.9621662	[391][M+1]-		184	NA	
M594.3684T16	c18acquity								M594T16	594.3684355	958.8506088	[391][M+2]-		184	NA	
M594.3773T16.8	c18acquity			4					M594T17.1	594.3773399	1008.2137638		[M-H-H20]- 613.396	19	NA	
M596.3838T17.1	c18acquity			4					M596T17	596.3838464	1027.158978	[392][M+2]-		865	NA	
M598.2455T14.5	c18acquity								M598T15	598.2454617	870.9446274		[M-H-C3H2O3]- 685.265	36	NA	
M598.2817T15.6	c18acquity			4					M598T16	598.2817005	937.4869014		[M+Cl]- 563.313 [M-H]- 599.29	17	NA	
M599.1958T14.6	c18acquity			4					M599T15	599.1957712	877.7947704			51	NA	
M602.2046T14.6	c18acquity			4					M602T15	602.2045528	877.9480548	[398][M+2]-		51	NA	
M602.302T14.7	c18acquity								M602T15.1	602.3019535	879.6810564		[M+Cl]- 567.333	23	NA	
M603.2069T14.6	c18acquity								M603T15	603.2069353	877.9500324	[398][M+3]-		51	NA	
M604.1999T14.6	c18acquity								M604T15	604.199948	878.2838628	[398][M+4]-		991	NA	
M604.3258T12.9	c18acquity								M604T13	604.3257951	774.0034596			1677	NA	
M605.3206T14.7	c18acquity			4					M605T15	605.3205666	884.285688			172	NA	
M605.4058T20.8	c18acquity								M605T21	605.4057539	1246.083003			1292	NA	
M605.8751T0.8	c18acquity			4					M606T1	605.8751006	48.24493824	[400][M+1]-		18	NA	
M606.9944T0.8	c18acquity								M607T1.1	606.9943985	47.22051762		[M-H-HCOOH]- 654.02	18	NA	
M608.3182T15	c18acquity								M608T15.1	608.3182174	897.5132472	[402][M]-	[M+Cl]- 573.349	26	NA	
M608.3569T14.5	c18acquity			4					M608T14	608.3568609	869.3597934	[404][M]-	[M-H]- 609.368	36	NA	
M608.357T14.7	c18acquity								M608T15.2	608.357011	882.0658698	[403][M]-		11	NA	
M609.3216T15.3	c18acquity								M609T15	609.3215716	915.8874126	[401][M+1]-		2155	NA	
M609.3607T14.5	c18acquity								M609T14	609.3607196	869.339427	[404][M+1]-		36	NA	
M610.2663T15	c18acquity								M610T15.1	610.2663347	897.4938588		[M-H-COCH2]- 653.29	26	NA	
M610.3154T14.2	c18acquity								M610T14.1	610.3153775	851.4907728			1892	NA	
M610.363T14.7	c18acquity								M610T15.4	610.3630109	882.6743292	[403][M+2]-		11	NA	
M610.3725T15.4	c18acquity								M610T15.5	610.3725444	921.8575194		[M+Cl]- 575.408 [M-H]- 611.384	62	NA	
M612.2611T15.2	c18acquity								M612T15	612.2610967	913.8531924	[408][M]-		9	NA	
M612.2611T15	c18acquity								M612T15.1	612.2611289	897.6027498	[409][M]-	[M+Cl]- 577.292 [M-H]- 613.268 [M-H-CO]- 641.263	26	NA	
M612.3308T15	c18acquity								M612T15.4	612.3307605	897.2903202	[412][M]-		742	NA	
M612.3884T16.5	c18acquity			4					M612T17.1	612.3884138	990.3178758			97	NA	
M613.2635T15.2	c18acquity								M613T15	613.2634693	913.8240546	[408][M+1]-		9	NA	
M613.2636T15	c18acquity								M613T15.1	613.2635691	897.6027498	[409][M+1]-		26	NA	
M613.3337T15	c18acquity								M613T15.4	613.3337481	897.4938588	[412][M+1]-		742	NA	
M614.2645T15.2	c18acquity								M614T15	614.2645499	913.8240546	[408][M+2]-		9	NA	
M615.2665T15.2	c18acquity								M615T15	615.2664516	914.0357226	[408][M+3]-		9	NA	
M615.3397T14.7	c18acquity								M615T15.2	615.3396694	879.7986468	[411][M+3]-		23	NA	
M616.1958T14.6	c18acquity			4					M616T15	616.1957809	876.4331526		[M-H]- 617.203	52	NA	
M616.3422T14.7	c18acquity								M616T15.1	616.3422372	879.9229932	[411][M+4]-		23	NA	
M616.362T15.6	c18acquity								M616T16.1	616.3619566	933.093483			1991	NA	
M616.362T15.7	c18acquity								M616T16	616.3619877	944.5203702	[417][M]-		2216	NA	
M617.273T15.6	c18acquity								M617T16	617.2730201	936.0098244			17	NA	
M617.3653T15.7	c18acquity								M617T16.1	617.365301	944.5037448	[417][M+1]-		2217	NA	
M619.2889T17.2	c18acquity								M619T17.1	619.2889231	1029.8542446			854	NA	
M621.2007T14.6	c18acquity			4					M621T15	621.2006725	876.3794238		[M+Cl+HCOOH]- 540.226 [M-H+HCOOH]- 576.203	52	NA	
M622.0133T0.8	c18acquity			4					M622T1	622.0133446	47.24465208	[421][M+1]-		18	NA	
M622.2079T14.6	c18acquity			4					M622T15	622.2078656	875.9473578		[M+Cl+HCOOH]- 541.234 [M-H+HCOOH]- 577.21	52	NA	
M622.3343T16	c18acquity								M622T16	622.3343033	959.0384238			2022	NA	
