variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	SPLE	BLK	isotopes	adduct	pcgroup	fold	tstat	pvalue	BiH_Pool_Compounds_QToff_CF_Neg.txt_(MzDelta_Query-Bank(0.005Da)#MzBank#RtQuery#RtDelta_Query-Bank(0.2min.)#RtBank#G#N#compound#composition#exact mass#[(M+H)]+#[(M-H)]-#Masse#Neg Delta ppm#TR)	BiH_AcideAmine_Frag_QTof_CF_Neg.txt_(MzDelta_Query-Bank(0.005Da)#MzBank#RtQuery#RtDelta_Query-Bank(0.2min.)#RtBank#names#M#composition M-H#Masse [M-H]- Th##Masse exp#Tr#Delta Neg ppm)	name	chebi_id	hmdb_id	kegg_id	id_comment	annot_level	annot_confidence
M96.96T2.7	M97T3	96.96003527	96.95976601	96.96016764	2.743199853	2.624722135	2.851741919	6	6	0			237	18.60291498	-16.11743177	0									
M96.9695T12.5	M97T12	96.96946441	96.96917136	96.96992877	12.49213538	12.45896066	12.54976652	23	23	0			257	2.01281707	-8.732268659	9.14E-09									
M96.9695T1.4	M97T1.2	96.96946978	96.96023728	96.96980647	1.386507815	1.37878147	1.43046726	11	11	0			2000	4.116447993	-11.0528088	1.57E-10								4	
M96.9695T1.2	M97T1.1	96.9695093	96.96932204	96.96967266	1.197207147	1.184456378	1.213216508	42	42	0			8	17.71680271	-19.44487726	0								4	
M96.9695T1	M97T1.3	96.96953468	96.96934263	96.9697556	0.978343255	0.902516501	1.041802349	88	52	0		[M-H-C2H4]- 126.004	105	22.90221227	-16.25607658	0								4	
M97.0041T1.2	M97T1.5	97.00412609	97.00380647	97.00444315	1.183688407	1.175712287	1.192099495	8	8	0		[M-H-CH2]- 112.018	8	15.76912007	-13.36584865	0									
M97.0043T1	M97T1.4	97.00427916	97.00408857	97.0045103	0.974397953	0.964552001	0.983218855	45	45	0		[M-H-CO]- 126.004	105	9.15191258	-10.35536796	5.00E-14									
M97.0118T0.8	M97T1.6	97.01179846	97.01149876	97.01203257	0.818654439	0.804675183	0.823771938	39	39	0		[M-H]- 98.0191	18	2.152091665	-6.53637256	0.000230579									
M97.0658T8.3	M97T8.2	97.06582344	97.06536519	97.06633333	8.303349041	8.270398859	8.342887566	51	51	0		[M-H-H20]- 116.085	309	15.54977376	-24.61074451	0									
M97.9312T18.9	M98T19	97.93118634	97.93106267	97.93129245	18.9031316	18.87205171	18.93852163	6	6	0		[3M-2H]2- 65.9642	6	1.244342636	9.648087346	2.14E-06									
M97.9312T20.2	M98T20	97.93118742	97.93118742	97.93118742	20.23235134	20.23235134	20.23235134	1	0	1			1587	1.561699897	9.698052084	0.00169056									
M97.9312T25.3	M98T25	97.93121712	97.93099163	97.93132514	25.30906911	25.27259556	25.35930778	9	9	0		[3M-2H]2- 65.9616	83	1.156775201	1.827225195	0.199129848									
M98.9067T22.6	M99T23.1	98.90665004	98.90655155	98.90666411	22.59378784	22.51602696	22.63496824	4	2	1		[M-H-H20]- 117.928	878	1.097030748	-2.499337663	0.079409421									
M98.9067T24.9	M99T25	98.90665117	98.90641572	98.90699735	24.92457234	24.9000656	25.14208374	52	48	3			1747	1.47077832	6.512017627	0.013423398									
M98.9067T22.8	M99T23.2	98.90669197	98.90641477	98.90683055	22.7540515	22.74397943	22.78534911	3	1	2			953	1.219804401	-6.027125116	0.003820223									
M98.9067T23	M99T23	98.9066978	98.906524	98.90679517	23.02299663	22.93926084	23.10552447	6	1	2			208	1.477132466	-12.22184815	1.11E-05									
M98.9067T24.4	M99T24	98.90670196	98.90642088	98.90691349	24.428984	24.20537479	24.56593835	35	25	2			964	1.0681476	-1.837121932	0.188464858									
M98.9067T22.3	M99T22.1	98.90674555	98.90658444	98.9068619	22.31149932	22.22478947	22.41548076	5	1	2			39	1.383948942	-4.985219956	0.021780271									
M98.9069T21.9	M99T22	98.90688801	98.90662062	98.90702099	21.86200779	21.8117314	21.97550095	5	4	1			1042	1.025776918	-0.171538274	0.877868278									
M98.939T24.7	M99T25.1	98.93898771	98.93886944	98.93913668	24.67793185	24.64032919	24.70478333	4	3	1			30	1.15112349	-2.818240372	0.037216125									
M98.939T19.9	M99T20	98.93900675	98.93881152	98.9392113	19.85458462	19.73943025	19.97616164	56	46	2			1	1.246425496	7.73083284	0.000517057									
M98.939T19.6	M99T20.2	98.9390144	98.93881688	98.93925046	19.55277162	19.48443091	19.67780601	28	24	1			353	1.304889303	10.53074662	0.000265657									
M98.939T19.3	M99T19.2	98.93901754	98.93887475	98.93912053	19.33874855	19.24660143	19.37077642	10	10	0			765	1.362800142	7.623554218	0.004548524									
M98.939T18.2	M99T18	98.93902852	98.93882151	98.9392778	18.17896215	18.16600514	18.1938239	48	48	0			611	1.695983356	-3.865152466	0.052753089									
M98.939T20.2	M99T20.1	98.93903346	98.93890511	98.93918769	20.18456442	20.01965847	20.23235134	43	38	3			3	1.32382448	7.606265697	0.00141486									
M98.939T18.9	M99T19	98.93903938	98.93876713	98.93924854	18.89124892	18.67597554	18.95911658	60	51	2			6	1.078507853	1.855316084	0.160231148									
M98.939T19.1	M99T19.1	98.93904419	98.93881487	98.9392333	19.0916842	19.05218076	19.20390915	30	27	2			389	1.272681639	3.753158286	0.045458185									
M98.939T17.9	M99T18.1	98.93904745	98.93872597	98.93925589	17.905749	17.75991941	17.99902921	33	30	0			534	1.931663221	-11.34630335	5.32E-09									
M98.9558T2.4	M99T2.1	98.95578481	98.9556004	98.95606949	2.390648206	2.281971626	2.578676463	27	23	0			142	19.08894231	-22.51478734	0									
M98.9558T2	M99T2	98.95581492	98.95553232	98.95606089	2.047285028	1.702001349	2.247613852	58	41	0			1565	25.83364829	-16.15839372	0								4	
M99.0087T1.2	M99T1	99.00868302	99.00841198	99.00905684	1.201479003	1.188865971	1.217783893	24	24	0		[M-H+Cl]2- 164.05	8	30.51547406	-23.02265266	0								4	
M99.9256T17.3	M100T17.2	99.9256338	99.92538895	99.92578196	17.2819155	17.18476469	17.38155125	34	23	2			50	1.287766102	5.578711508	0.00530309									
M99.9256T19.2	M100T19.1	99.92563505	99.92546548	99.92584359	19.21113943	19.07008724	19.37221084	62	36	3			750	1.403504666	18.3608015	0									
M99.9256T23	M100T23	99.92563551	99.92545751	99.92598667	22.95275076	22.7223436	23.13150007	79	35	1			985	1.154928866	2.812737159	0.064527115									
M99.9256T23.8	M100T24	99.92563903	99.92540265	99.92598555	23.8008051	23.59740401	24.00117503	70	36	2			121	1.187577133	2.14121619	0.139289394									
M99.9256T14.6	M100T15.3	99.92564258	99.92538388	99.92585832	14.59448487	14.53281237	14.64654418	46	45	1			1011	1.664364038	39.9732894	0									
M99.9256T19.9	M100T20	99.92564359	99.92548551	99.92585237	19.85009943	19.70874704	20.00033688	80	51	3		[M-2H]2- 201.868	1	1.364998737	13.14827331	4.92E-06									
M99.9256T13.2	M100T13.1	99.92564602	99.92535992	99.92583233	13.24048421	13.13435176	13.32746806	39	29	2			1300	1.833264525	11.49497031	0.004118182									
M99.9256T12.4	M100T12.1	99.9256464	99.92538519	99.92601638	12.4397508	12.35562219	12.52966373	37	35	1			1377	1.914462001	28.21358214	4.26E-13									
M99.9256T23.5	M100T23.1	99.92564662	99.92545964	99.92594857	23.4545507	23.34078022	23.59321907	48	33	1			1066	1.077289536	1.431594687	0.235843103									
M99.9256T18.9	M100T19	99.92564698	99.92543383	99.92585648	18.90404208	18.82922675	19.00167479	59	52	3			6	1.235506831	4.880336293	0.020665208									
M99.9256T19.6	M100T20.2	99.92564778	99.92542785	99.92589186	19.55600023	19.47743454	19.69449069	67	46	3			366	1.378402392	12.10724205	8.70E-05									
M99.9256T16.7	M100T17	99.92564947	99.92545715	99.92590065	16.66628505	16.53877308	16.79460859	61	44	3			1085	1.336861854	13.97752372	6.56E-12									
M99.9256T15.8	M100T16.1	99.92564998	99.92541407	99.92583905	15.84756645	15.65466029	16.00316978	65	43	3			934	1.40830624	25.21649606	0									
M99.9257T13.1	M100T13.2	99.92565141	99.92540397	99.92588925	13.05344549	12.9940306	13.12304517	25	22	2			117	1.834568526	14.11491324	0.001154534									
M99.9257T12	M100T12.4	99.92565154	99.92536157	99.92583793	12.0366119	11.96772505	12.10272322	28	26	1			95	2.321609654	20.60435483	5.09E-05									
M99.9257T22.6	M100T23.3	99.92565208	99.92548889	99.92583399	22.63546531	22.57082372	22.69622023	23	19	2			899	1.225527448	3.937783964	0.025212101									
M99.9257T13.6	M100T14.2	99.92565302	99.92545318	99.92586354	13.56183942	13.33896711	13.74333898	76	34	2			1560	1.796397348	17.0014683	0.000732893									
M99.9257T16.3	M100T16	99.92565309	99.925407	99.92588286	16.30651923	16.01326634	16.47017231	96	43	3			1062	1.333696203	9.269322997	0.002090423									
M99.9257T20.2	M100T20.1	99.92565311	99.92544156	99.92582543	20.16407922	20.0117225	20.21517641	55	46	3			1147	1.412581259	13.69448415	2.64E-08									
M99.9257T14.8	M100T15.1	99.92565313	99.92540412	99.92580349	14.84804097	14.72839455	14.9162589	57	42	3			1115	1.679014069	27.0356267	5.04E-06									
M99.9257T24.2	M100T24.1	99.92565319	99.92540915	99.92594048	24.21613505	24.00600321	24.45882774	70	36	1			215	1.179924568	2.223753843	0.125205359									
M99.9257T15.5	M100T15.2	99.92565635	99.92537763	99.92583964	15.45278959	15.296519	15.58221023	61	45	1			1243	1.516290183	17.37687142	0.000188343									
M99.9257T23.2	M100T23.2	99.92565694	99.92540015	99.92599828	23.23365762	23.14912025	23.33705024	36	30	2			1043	1.119786601	3.10822664	0.022269171									
M99.9257T10.9	M100T11	99.92565776	99.92542469	99.92612111	10.86147618	10.63563171	11.02058959	64	36	2			1367	1.893841067	11.69401347	0.003071798									
M99.9257T12.8	M100T13	99.92565914	99.92533224	99.92587392	12.75564925	12.58294208	12.94632404	79	37	3			188	1.763828893	14.56474643	0.000870419									
M99.9257T25.9	M100T26	99.92565935	99.9253871	99.92586467	25.86557803	25.63764255	25.94207326	33	29	0			2099	1.06379707	1.173082943	0.336334202									
M99.9257T18.5	M100T18.3	99.92565949	99.92544609	99.92586406	18.47933266	18.33425334	18.71699993	70	46	3			12	1.343190558	1.686848452	0.230350761									
M99.9257T22.3	M100T22	99.92566293	99.92542286	99.92589128	22.32829951	22.00531887	22.55470491	79	38	2			919	1.380964719	3.430498879	0.06702719									
M99.9257T14.3	M100T14	99.92566363	99.92535733	99.92591478	14.33947268	14.16599774	14.45715704	65	36	3			183	1.718799254	29.25129176	6.66E-07									
M99.9257T15.1	M100T15	99.92566403	99.925482	99.92582182	15.10669381	15.02306863	15.25777657	64	51	3			68	1.605632748	17.400365	0.000693895									
M99.9257T24.7	M100T25	99.92566609	99.92539436	99.92598872	24.70460535	24.56502687	25.01210705	102	52	3		[M+Cl]- 64.9537 [M-H]- 100.931	116	1.19344909	5.99600708	0.000653431									
M99.9257T13.8	M100T14.3	99.92566729	99.92546396	99.92589812	13.84049471	13.75067525	13.89566707	29	23	2			1240	1.745338078	39.11355825	0									
M99.9257T11.5	M100T12	99.92566895	99.92534582	99.92595957	11.53371174	11.34104303	11.69056	63	44	3			487	2.052348926	28.58948982	3.78E-09									
M99.9257T25.3	M100T25.1	99.92566991	99.92539731	99.925952	25.32512038	25.28772398	25.42960402	58	52	3		[M-H+Cl]2- 165.889 [M-2H]2- 201.866	83	1.219382795	10.61140329	0.0023721									
M99.9257T14	M100T14.1	99.92567099	99.92538969	99.92583536	14.02917346	13.90366691	14.15645745	52	35	2			65	1.686426584	23.82976855	1.06E-05									
M99.9257T17.9	M100T18.1	99.92567104	99.92545276	99.92590306	17.91413597	17.90010729	18.03168948	63	49	3		[M-2H+Na]- 78.9548 [M-H-CH2]- 114.937	534	1.411388346	-6.70591252	0.003607094									
M99.9257T17	M100T17.1	99.92567279	99.9254087	99.92592927	17.04553784	16.89827422	17.16471272	54	39	3			852	1.308259623	7.243422733	3.01E-07									
M99.9257T18.2	M100T18.2	99.92567474	99.92545204	99.92590653	18.18699794	18.12648005	18.24606779	56	52	3		[M-2H+Na]- 78.9548 [M-H-CH2]- 114.937	16	1.124291397	-3.309394232	0.042235109									
M99.9257T9.6	M100T10.1	99.92567593	99.92543938	99.92604486	9.64066554	9.513695217	9.73138877	55	35	0			118	10.72882906	-20.43845656	0									
M99.9257T20.9	M100T21	99.92567642	99.92544111	99.92588797	20.91400194	20.67335844	21.17395064	79	31	3			13	1.388481809	4.759884189	0.024916962									
M99.9257T17.7	M100T18	99.92567817	99.92546403	99.92589746	17.69200862	17.55623282	17.77957521	78	49	3		[M-H-H20]- 118.938	28	1.032308353	0.716528385	0.501721058									
M99.9257T11.2	M100T11.1	99.92567827	99.92544391	99.92603071	11.17091753	11.03954771	11.31449837	39	25	1			112	2.355846218	13.15328317	0.003026105									
M99.9257T21.7	M100T22.1	99.92567829	99.92546152	99.92592594	21.73293276	21.49926059	21.98293765	57	39	2		[M-2H+Na]- 78.9548 [M-H-CH2]- 114.937	24	1.001693568	-0.014919399	0.98873454									
M99.9257T9.2	M100T9.1	99.92567928	99.92538207	99.92594607	9.213222285	8.947220973	9.480927471	90	37	0			2063	14.99377397	-23.73316863	0									
M99.9257T10.5	M100T11.2	99.92567967	99.92542191	99.9258554	10.52692722	10.43776806	10.60116784	20	20	0			249	1.434794864	3.501445341	0.063463099									
M99.9257T9.9	M100T10	99.92568015	99.92537783	99.92610462	9.89014884	9.857430399	10.05581333	46	45	0			1546	6.450719752	-18.23173723	0									
M99.9257T10.2	M100T10.2	99.92568082	99.92537031	99.9260589	10.22643082	10.09828561	10.41556113	46	39	0			128	1.907113936	-6.892178959	0.012911969									
M99.9257T1.2	M100T1	99.9256841	99.92539696	99.92594812	1.209992941	1.194680848	1.365535252	22	21	0			1577	9.399514308	-39.4418084	0									
M99.9257T12.2	M100T12.3	99.92568443	99.92548166	99.92585496	12.2039765	12.13113593	12.30221735	38	30	1			92	2.088281332	33.84970697	0									
M99.9257T8.4	M100T8.1	99.92568591	99.9254474	99.92590313	8.371926709	8.301599289	8.514641076	40	38	0		[M-H-H20]- 118.939 [M-H-C5H8O4]- 232.975	136	29.49027248	-28.86701584	0									
M99.9257T17.5	M100T17.3	99.925693	99.92539907	99.9258527	17.47620101	17.39229007	17.53077805	27	25	1			38	1.204342099	3.601532323	0.022976945									
M99.9257T21.3	M100T21.2	99.92569521	99.92553862	99.9258603	21.33356352	21.18537971	21.4827989	30	17	2			714	1.355317266	6.08041769	0.007434754									
M99.9257T7.5	M100T8	99.92569584	99.92531722	99.92590519	7.536011969	7.510914731	7.574941886	42	42	0		[M-H-H20]- 118.939	32	46.13924354	-26.4470942	0									
M99.9257T20.6	M100T21.1	99.92569686	99.92543021	99.92587939	20.55035697	20.35269893	20.65742847	36	27	3			1385	2.256523748	5.311155214	0.031970186									
M99.9257T8.7	M100T9	99.92570209	99.92543066	99.92594996	8.666448605	8.549877492	8.862530519	55	37	0			1081	18.1667175	-27.76107061	0									
M99.9257T11.8	M100T12.2	99.92570548	99.92539726	99.92599711	11.82026168	11.69985236	11.95299767	45	31	2			1509	2.455439179	21.16012704	1.95E-05									
M99.9257T7.9	M100T8.2	99.92571461	99.92539309	99.92605444	7.935796281	7.699907887	8.126129239	54	36	0			2085	27.00427897	-23.6864358	0									
M99.9257T7.3	M100T7	99.9257176	99.92529448	99.92601144	7.335434775	7.321236181	7.356205871	17	17	0			2064	10.85016454	-15.4553516	7.17E-14								4	
M99.9258T0.7	M100T1.1	99.92576364	99.92545932	99.92587756	0.718140012	0.697096707	0.736419904	9	9	0			1407	1.057984713	-0.25665106	0.820887728									
M100.9043T22.9	M101T23	100.9043133	100.904191	100.9045001	22.90119446	22.84123994	22.97786934	7	5	1			974	1.655678948	-1.532408741	0.25617708									
M100.9043T22.5	M101T23.2	100.9043297	100.9041534	100.9045621	22.51087384	22.42538183	22.60786097	6	4	1			901	1.539035934	-1.210099743	0.344282555									
M100.9043T24.4	M101T24	100.9043466	100.904112	100.9046839	24.43299247	24.36032495	24.55523093	23	18	2		[M-H]- 101.912	48	2.270482326	-1.645400427	0.220589947									
M100.9044T21.9	M101T22.1	100.9043591	100.9039702	100.9044237	21.88508623	21.85321645	22.0389587	5	3	1			1037	1.206182699	-0.424849564	0.711068281									
M100.9044T24.9	M101T25	100.9043609	100.9040873	100.9049349	24.92688395	24.90734644	25.13804372	41	37	3			130	1.174999513	2.036040022	0.046758983									
M100.9044T23.1	M101T23.1	100.904405	100.904116	100.9045976	23.14763456	23.01750385	23.37728269	12	6	0			213	1.148122096	-1.580490827	0.168721402									
M100.9044T22.3	M101T22	100.9044314	100.9041844	100.9044873	22.26072185	22.15662996	22.3802184	7	3	1			1019	1.254866293	-0.541868885	0.641046398									
M100.9263T11.8	M101T12.1	100.9262913	100.9262913	100.9262913	11.84407281	11.84407281	11.84407281	1	0	1			285	2.739280214	9.82518096	0.006613467									
M100.9264T12.1	M101T12	100.9264029	100.9262795	100.9267574	12.14031661	11.97736982	12.22760517	4	1	1			166	2.75502577	7.015959351	0.016996031									
M100.9332T10.8	M101T11	100.9331593	100.9328087	100.9335778	10.82989626	10.80170217	10.86655196	15	15	0			1368	1.673348541	7.447235108	0.007719407									
M100.9332T11.5	M101T12.2	100.9331865	100.9260787	100.9334837	11.53742564	11.51838829	11.67758688	7	6	1			10	1.988678019	5.357875522	0.023563955									
M100.9332T25.3	M101T25.1	100.9332206	100.9261886	100.9335318	25.3275092	25.29675119	25.37728486	18	16	2		[M+Cl]- 65.9616	83	1.153199721	0.862465503	0.477027988									
M100.9334T16.3	M101T16.2	100.933358	100.9332241	100.93346	16.30544886	16.30355781	16.32728821	6	5	1			58	1.303139427	4.520979276	0.036167485									
M100.9334T0.2	M101T0	100.9334145	100.933071	100.933683	0.158326163	0.156575231	0.172511565	13	12	1		[M-H-C6H10O5]- 263.985 [M-H-C6H10O5]- 263.985	15	1.478921866	-2.626863736	0.104487929									
M100.9334T15.3	M101T15.2	100.9334221	100.9333325	100.933645	15.26741362	15.19341644	15.29957545	19	17	0			2146	1.00125703	-0.06982822	0.946070267									
M100.9334T15	M101T15	100.9334252	100.9332004	100.9336896	14.96542508	14.94816909	14.98648119	30	30	0		[M-H-C2H4]- 129.966	26	1.03540012	1.886247594	0.078271955									
M100.9334T14.5	M101T14	100.9334265	100.9332102	100.9335887	14.49466657	14.4791022	14.50423311	20	20	0		[M-H-C2H4]- 129.966	36	1.159997132	6.228035507	0.0008215									
M100.9334T19.3	M101T19.2	100.9334327	100.9332696	100.9336316	19.3098315	19.25599255	19.36544591	15	12	3		[M-H-H20]- 119.952 [M-H-CO2]- 145.931	27	1.399289236	8.184109083	0.003472047									
M100.9334T22.3	M101T22.3	100.9334364	100.9333564	100.9335242	22.28445301	22.21887981	22.45422463	10	9	0			920	1.097083817	1.996193203	0.119087498									
M100.9334T19.6	M101T20.2	100.9334483	100.9333058	100.9336799	19.59039175	19.48594811	19.72923083	61	44	3			820	1.275287519	11.15489808	1.32E-06									
M100.9335T14.7	M101T15.1	100.9334553	100.9333061	100.9336279	14.73497928	14.62302829	14.75535683	29	26	0		[M-H-C2H4]- 129.966	172	1.014835252	-0.547848904	0.617059444									
M100.9335T20.8	M101T21	100.9334557	100.9332456	100.9336601	20.75899168	20.579657	21.00667582	13	11	2			46	1.44163207	2.798706688	0.094841933									
M100.9335T19.1	M101T19.1	100.9334572	100.9332909	100.9336475	19.0848186	19.05794582	19.23275423	43	37	3			394	1.209934774	4.028685523	0.024043524									
M100.9335T21.8	M101T22.2	100.9334578	100.93328	100.9337089	21.75739724	21.50625072	21.90717727	36	33	2			24	1.128143513	-0.929743911	0.363122627									
M100.9335T19.9	M101T20	100.9334592	100.9332966	100.933673	19.85223566	19.75361554	20.00033688	60	52	3		[M+Cl]- 65.9642 [M-H+Cl]2- 167.894	1	1.230649947	7.498547013	0.000593613									
M100.9335T20.2	M101T20.1	100.9334624	100.9332892	100.9336202	20.17426099	20.02585762	20.45695295	55	46	3		[M+Cl]- 65.9642 [3M-2H]2- 67.9584	3	1.363928695	9.801874473	1.10E-05									
M100.9335T15.6	M101T16.1	100.9334631	100.9333645	100.9336526	15.62265435	15.59332745	15.63521233	10	10	0		[M-H-C2H4]- 129.968	17	1.054549662	2.984965197	0.025200728									
M100.9335T15.9	M101T16	100.9334641	100.9332848	100.9336218	15.86318901	15.84919844	15.9732431	11	11	0			41	1.223653089	6.982146077	0.00146446									
M100.9335T14.2	M101T14.1	100.9334647	100.9333305	100.9335157	14.24556613	14.23824884	14.25037191	6	6	0			1152	1.529514368	10.17042776	0.001649249									
M100.9335T18.2	M101T18.2	100.9334683	100.9332806	100.9337132	18.17865153	18.16902025	18.18787249	52	52	0		[M+Cl]- 65.9642	16	1.960998643	-18.23239239	1.27E-06									
M100.9335T24.7	M101T25.2	100.9334712	100.933214	100.9337239	24.69018573	24.57349783	24.80642442	65	52	3		[M-H+Cl]2- 167.91 [M-2H]2- 203.887	30	1.08282021	-1.893038822	0.140229248									
M100.9335T17.8	M101T18.1	100.9334779	100.9332875	100.9336757	17.7607948	17.33881106	17.7769852	71	49	3			14	1.698762416	-9.534598782	7.19E-11									
M100.9335T17.9	M101T18	100.933478	100.9332517	100.9337025	17.91557353	17.89608051	18.03168948	75	52	0		[M+Cl]- 65.9652	534	2.289931391	-16.79097271	2.24E-12									
M100.9335T18.5	M101T18.3	100.9334846	100.9332607	100.9337106	18.47630641	18.35050521	18.57903946	52	45	1		[M+Cl]- 65.9642	12	1.160027269	0.956343691	0.434087516									
M100.9335T18.9	M101T19	100.9334851	100.9332413	100.9336826	18.88973932	18.69333789	18.9738867	62	52	3		[M+Cl]- 65.9642	6	1.051938221	0.936633004	0.419040273									
M101.0243T1.2	M101T1.1	101.0243434	101.0237545	101.02491	1.190226483	1.175712287	1.458182994	60	52	0	[7][M]-	[M-H-CO]- 130.026	8	158.8589491	-19.18163877	0									
M101.0244T0.9	M101T1	101.0243516	101.024084	101.0246691	0.914763825	0.894485155	1.048166825	96	51	0			105	31.53425146	-37.16193323	0									
M101.0607T7.4	M101T7	101.0606974	101.0604185	101.0612202	7.356092589	7.334095295	7.381484584	30	30	0			195	38.96486014	-13.91578484	0									
M101.0607T7.5	M101T8	101.0607082	101.0603032	101.0610729	7.535642973	7.510682681	7.568148533	44	44	0			32	63.89878543	-29.12151419	0									
M101T1.2_L.Glutamine.frag.1..M.H..	M101T1.2	101.0719678	101.0716565	101.0722942	0.873406788	0.869100816	0.881266059	9	9	0			33	27.88846154	-22.2839743	4.88E-15		0.000332171174#101.0723#0.033406787952833#0.84#L-Glutamine  frag 2 [M-H-CO2]-#NA#C4H9N2O#101.0720363#3.39#101.0723#0.84#2.609030249	L-Glutamine frag 1 [M-H-H2O]	CHEBI:18050	HMDB0000641	C00064		2	a,b
