variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	hmdb_id	id_comment	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M132.0767T0.97	c18acquity								M132T1.10	132.0767197	58.48958658	[180][M]+		10	42	@M133.0799T0.98|-13C
M189.074T7.54	c18acquity			4					M189T8	189.0739728	452.5706808	[300][M+1]+		26	43	@M188.0706T7.54|+13C|@M206.1004T7.54|-(NH3)|-NH3
M205T8_L.Tryptophan	c18acquity	L-Tryptophan	CHEBI:27897	1	a,b,c	C00806	HMDB0030396		M205T8	205.0971234	452.57843088	[352][M]+	[M+H]+ 204.089	26	43	@M132.0808T7.54|+(HCOOH)+(HCN)|+(C2H3NO2)|@M159.0917T7.54|+(HCOOH)|+(H2O-CO)|@M188.0706T7.54|+(NH3)|+NH3|@M206.1004T7.54|-13C
M150.0583T1.19	c18acquity								M150T1.9	150.0583462	71.14147062	[221][M]+		1	44	@M133.0318T1.19_1|+(NH3)|+NH3
M138.0547T0.98	c18acquity								M138T1.5	138.0546834	58.50209586	[188][M]+	[M+Na]+ 115.063	10	45	@M139.058T0.98|-13C
M146.1652T0.66	c18acquity								M146T1.12	146.1651548	39.62102376	[207][M]+	[M+H+NH3]+ 128.131	20	46	@M147.1683T0.67|-13C
M158.9613T8.09	c18acquity			4					M159T8.1	158.9613014	485.22171438			5223	47	@M186.9561T8.15|-(CO)
M176T1.6_L.Citrulline	c18acquity	L-Citrulline	CHEBI:16349	1	a,b,c	C00327	HMDB0000904		M176T1.6	176.1029567	54.40545174	[268][M]+	[M+Na+NH3]+ 136.092 [M+H+NH3]+ 158.073	13	48	@M159.0764T0.91|+(NH3)|+NH3
M160.1332T1.17	c18acquity			4					M160T1.8	160.1332171	70.11234444	[241][M]+		40	49	@M161.1366T1.17|-13C
M162.1124T0.91	c18acquity								M162T1.7	162.1124414	54.45291624	[243][M]+	[M+H]+ 161.109	13	50	@M163.1158T0.91_2|-13C
M182.0812T2.43	c18acquity			4					M182T2	182.0811869	145.99617636	[280][M]+	[M+K+NH3]+ 126.092 [M+Na+NH3]+ 142.065 [M+H+NH3]+ 164.047	50	51	@M165.0547T2.43|+(NH3)|+NH3|@M183.0845T2.43|-13C
M169T1.4_Uric.acid.conjugate	c18acquity	Uric acid conjugate		3	b,c				M169T1.4	169.0356294	70.92084258	[252][M]+		1	52	@M170.039T1.18|-13C
M170.1176T8.79	c18acquity			4					M170T9.2	170.1175715	527.38488588	[255][M]+	[M+H-H20]+ 187.121	174	53	@M188.1281T8.79|-(H2O)
M189.1314T8.79	c18acquity								M189T9.2	189.1313891	527.38488588	[302][M+1]+		174	53	@M188.1281T8.79|+13C
M173T1.6_L.arabinose	c18acquity	L-arabinose	CHEBI:40886	1	a,b,c*	C11476	HMDB0000646		M173T1.6	173.0419878	59.4452376	[262][M]+	[M+Na]+ 150.054	10	54	@M353.1058T1|-(C6H10O5)-(H2O)
M354.1092T1	c18acquity			4					M354T1.4	354.1091681	59.7228546	[913][M+1]+		10	54	@M353.1058T1|+13C
M411.0642T0.97	c18acquity			4					M411T1.1	411.0641886	58.20348678			10	54	@M353.1058T1|+(NaCl)
M242.9255T0.82	c18acquity			4					M243T1.1	242.9254661	49.21307202	[465][M]+	[M+K+NaCOOH]+ 135.975	21	55	@M174.938T0.82|+(HCOONa)|@M394.8746T0.82|-(HCOOK)-(HCOONa)
M258.8994T0.82	c18acquity			4					M259T1	258.8993814	49.30503564			21	55	@M174.938T0.82|+(HCOOK)|@M394.8746T0.82|-2(HCOONa)
M310.913T0.82	c18acquity			4					M311T1	310.9129586	49.15227072	[757][M]+	[2M+K]+ 135.975	21	55	@M394.8746T0.82|-(HCOOK)
M175T1.11_peptide	c18acquity	peptide		3	a,b				M175T1.11	175.118945	50.67984264			159	56	@M197.101T0.84_2|-Na
M177.1022T1.21	c18acquity			4					M177T1.9	177.1022119	72.78212388	[263][M+3]+		1	57	@M178.1056T1.21|-13C
M205T7_peptide	c18acquity	peptide		3	a,b				M205T7	205.0971499	440.31085998	[353][M]+	[M+H]+ 204.089	81	58	@M188.0707T7.34|+(NH3)|+NH3|@M206.1004T7.34|-13C
M228.196T12.44	c18acquity			4					M228T12.4	228.1959712	746.1575706		[M+H]+ 227.189	116	59	@M193.159T12.43|+(H2O)+(NH3)|@M211.1694T12.43|+(NH3)|+NH3|@M229.1994T12.44_2|-13C|@M250.178T12.44|-Na|@M273.2541T12.44|-(C2H7N)
M202.1801T1.18_2	c18acquity			4					M202T1.7	202.1801449	70.92084258	[341][M]+	[M+H-COCH2]+ 243.187	1	60	@M203.1835T1.18_4|-13C
M204T1.10_Acetyl.L.carnitine	c18acquity	Acetyl-L-carnitine	CHEBI:57589	2	a,b	C02571	HMDB0000201		M204T1.10	204.1230209	70.90706022	[347][M]+		1	61	@M205.1264T1.18|-13C|@M206.1282T1.18_3|-18O|-13C2
M214.1803T11.67	c18acquity			4					M214T12.1	214.1803262	700.0860948	[376][M]+		4487	62	@M215.1837T11.67|-13C
M216.1959T11.02	c18acquity			4					M216T11.1	216.1959356	661.1292402	[385][M]+	[M+H]+ 215.189	285	63	@M217.1993T11.02|-13C
M221.1063T15.86	c18acquity			4					M221T16.1	221.1063009	951.5440974	[399][M]2+		200	64	@M221.6079T15.86|-13Cdb
M241.1031T0.92	c18acquity			4					M241T1.5	241.1030778	55.47232908			29	65	@M223.0926T0.92|+(H2O)
M223.989T0.72_2	c18acquity			4					M224T1.2	223.9889838	43.14476688		[M+H-H20]+ 240.995 [M+H-H20]+ 240.995	14	66	@M225.9871T0.72|-34S|-41K|-37Cl|@M241.9998T0.72_2|-(H2O)
M243.9976T0.72_2	c18acquity								M244T1.3	243.9976071	43.15919016			14	66	@M241.9998T0.72_2|+34S|+41K|+37Cl
M226.6192T17.57_1	c18acquity			4					M227T18	226.6192126	1054.2841302			452	67	@M227.6173T17.57|-15N
M231.0433T8.58	c18acquity			4					M231T9.1	231.0433405	514.82257164		[M+2H]2+ 460.072	267	68	@M248.0699T8.59|-(NH3)|-NH3
M232T7_Butyryl.L.carnitine	c18acquity	Butyryl-L-carnitine	CHEBI:21949	1	a,b,c	C02862	HMDB0002013	planar structure	M232T7	232.154444	425.70105276	[435][M]+		284	69	@M233.1577T7.1|-13C
M239.9666T0.72	c18acquity			4					M240T1	239.9665696	43.15919016			14	70	@M257.9773T0.72|-(H2O)
M246T8_Isovaleryl.L.carnitine	c18acquity	Isovaleryl-L-carnitine	CHEBI:70819	1	a,b,c		HMDB0000688	planar structure	M246T8	246.1701095	484.47931446			5228	71	@M247.1734T8.07|-13C
M251.1028T8.98	c18acquity			4					M251T9.2	251.1027707	538.67255736	[497][M]+		8397	72	@M252.1058T8.98|-13C
M254.248T16.85	c18acquity			4					M254T17.1	254.2480139	1010.795205			4967	73	@M255.2514T16.84|-13C
M256.2635T17.92_1	c18acquity			4					M256T18.2	256.2634924	1074.9571116	[518][M]+	[M+H-H20]+ 273.268	34	74	@M257.267T17.92|-13C|@M258.27T17.92|-18O|-13C2
M258.1102T0.88_2	c18acquity			4					M258T1.5	258.1102015	53.08677768	[524][M]+	[M+H]+ 257.101	7	75	@M259.1136T0.89|-13C
M259T1.5_peptide	c18acquity	peptide		3	a,b				M259T1.5	259.0925661	67.62950376	[530][M]+	[M+H+NH3]+ 241.049	2	76	@M260.0954T1.13|-13C
M261.1446T7.42	c18acquity			4					M261T7	261.144622	445.3335438	[538][M]+		6318	77	@M262.1479T7.42|-13C
M261.9959T1.11	c18acquity			4					M262T1.1	261.9958747	66.6392766			2	78	@M280.007T1.11|-(H2O)
M280.2635T17.24_1	c18acquity			4					M280T17.8	280.2635308	1034.5436994	[615][M]+	[M+H+NH3]+ 262.229	55	79	@M263.2371T17.24|+(NH3)|+NH3|@M281.267T17.24|-13C|@M282.2703T17.24|-18O|-13C2
M280.2635T17.4_2	c18acquity			4					M280T17.7	280.2634937	1044.2398374		[M+H+NH3]+ 262.231 [M+H]+ 279.255	39	80	@M263.2371T17.42|+(NH3)|+NH3|@M282.2703T17.41|-18O|-13C2
M274.0037T8.59_1	c18acquity			4					M274T9	274.0036543	515.36448624	[583][M]+	[M+Na]+ 251.016	267	81	@M353.9605T8.59|-(SO3)
M274.1224T14.25	c18acquity			4					M274T14	274.1223993	854.9350722			47	82	@M277.1256T14.25_2|-13C-37Cl|-13C-18O|-13C-34S
M274.1838T11.41	c18acquity			4					M274T11.2	274.1838188	684.4590516	[584][M]+		274	83	@M275.187T11.41|-13C
M275.626T14.25_1	c18acquity			4					M276T14	275.625962	854.7915174	[590][M]2+	[M+H+K]2+ 511.278	47	84	@M276.6242T14.25_1|-15N
M279.2321T15.42	c18acquity			4					M279T15.6	279.2321079	925.0106118	[609][M]+		401	85	@M280.2354T15.42|-13C
M280.0923T0.87	c18acquity			4					M280T1.6	280.0922921	52.369692	[614][M]+	[M+Na]+ 257.101	7	86	@M281.0956T0.87|-13C
M280.2638T14.64_3	c18acquity			4					M280T15.7	280.26376	878.22072	[618][M]+		73	87	@M281.2672T14.64_3|-13C
M299.2583T15.7	c18acquity			4					M299T16.2	299.2583249	942.2551032		[M+H]+ 298.252 [M+H-CH3]+ 313.286	143	88	@M281.2478T15.7|+(H2O)
M282.2791T18.32	c18acquity			4					M282T18.10	282.2790828	1099.347792	[625][M]+	[M+K+NH3]+ 226.29 [M+Na+NH3]+ 242.263 [M+H+NH3]+ 264.245	31	89	@M283.2825T18.32|-13C|@M284.2858T18.32|-18O|-13C2
M282.2791T18.17_3	c18acquity			4					M282T18.9	282.2791396	1090.0963812	[624][M]+	[M+H]+ 281.272	6	90	@M283.2825T18.17_7|-13C|@M284.2857T18.17_4|-18O|-13C2
M300.29T13.45	c18acquity			4					M300T13.1	300.2900199	806.830641	[710][M]+		3910	91	@M282.2795T13.45|+(H2O)|@M301.2933T13.45|-13C
M284.6314T14.25_1	c18acquity			4					M285T14	284.6313684	854.9720004	[635][M]2+		47	92	@M285.6297T14.25|-15N
M289.6418T15.37_1	c18acquity			4					M290T15.2	289.641776	921.9040872	[660][M]2+		42	93	@M290.64T15.37_1|-15N
M290.1752T8.52	c18acquity			4					M290T9.1	290.1752041	511.27007094	[664][M]+	[M+Na]+ 267.18	59	94	@M291.1786T8.52|-13C|@M292.181T8.52_2|-18O|-13C2
M291.6105T14.59_1	c18acquity			4					M292T15	291.6105262	875.5115352	[668][M]2+	[M+2H-CO2]2+ 625.207	76	95	@M292.6088T14.59_1|-15N
M299.1312T14.73	c18acquity			4					M299T15.2	299.131237	883.6937952	[701][M]+		206	96	@M301.1357T14.73_2|-18O|-13C2|@M302.1336T14.73_2|-13C-37Cl|-13C-34S
M299.6328T14.73_1	c18acquity			4					M300T15	299.632834	883.7285346		[M+H+K]2+ 559.298	206	96	@M300.6341T14.73_1|-13C|-15N
M300.6341T14.73_1	c18acquity			4					M301T15	300.6340941	883.7776248			206	96	@M299.6328T14.73_1|+13C|+15N|@M301.1357T14.73_2|-13Cdb|@M301.6324T14.73_1|-15N
M302.1336T14.73_2	c18acquity			4					M302T15.4	302.133558	883.8058362	[701][M+3]+		206	96	@M299.1312T14.73|+13C+37Cl|+13C+34S|@M301.1357T14.73_2|+15N|@M301.6324T14.73_1|+13Cdb
M300.634T14.54	c18acquity			4					M301T15.1	300.6340181	872.4895386		[M+2H-CO2]2+ 643.257	98	97	@M301.6323T14.54|-15N
M302.2152T12.37	c18acquity			4					M302T12.2	302.2152357	742.346871			357	98	@M303.2183T12.38|-13C
M303.2321T15.86	c18acquity			4					M303T16.5	303.2321194	951.549468	[723][M]+	[M+Na]+ 280.242	200	99	@M304.2355T15.86_2|-13C|@M320.2572T15.86|-(NH3)|-NH3
M303.6572T17.12_1	c18acquity			4					M304T17	303.6571594	1027.3378866	[725][M]2+		5904	100	@M304.1588T17.12_2|-13Cdb|@M304.6554T17.12|-15N
M310.3105T19.42	c18acquity			4					M310T19	310.3105259	1165.1469342	[755][M]+		101	101	@M311.314T19.42|-13C|@M312.317T19.42|-18O|-13C2
M311.1627T16.51	c18acquity			4					M311T17.3	311.1626612	990.490074	[759][M]2+		126	102	@M312.161T16.51_2|-15N
M312.6341T14.66_1	c18acquity			4					M313T15	312.6341303	879.7073406	[764][M]2+		24	103	@M313.1357T14.66_2|-13Cdb
M313.0362T0.79	c18acquity			4					M313T1.4	313.0361507	47.2050837	[766][M]+		176	104	@M381.0236T0.79|-(HCOONa)
M313.6418T15.38_1	c18acquity			4					M314T15.1	313.6418276	922.6786776	[770][M]2+	[M+H+K]2+ 587.318 [M+2H]2+ 625.269	42	105	@M314.6403T15.38_1|-13C|-15N
M323.0117T0.92	c18acquity			4					M323T1.3	323.0116776	55.4753172		[M+Na]+ 300.025	29	106	@M380.9705T0.94|-(NaCl)|@M503.0749T0.91|-(C6H10O5)-(H2O)
M324.1291T1.19	c18acquity			4					M324T1.3	324.1290999	71.46483564	[803][M]+		1	107	@M325.133T1.19|-13C
M368.2587T15.72	c18acquity			4					M368T16.2	368.2586899	943.3119552	[973][M]+		369	108	@M327.2321T15.72|+(CH3CN)|+(C2H3N)|@M369.2621T15.72|-13C
M335.1517T17.48	c18acquity			4					M335T17	335.1516933	1049.0558388	[847][M]+		7929	109	@M336.1552T17.48|-13C|@M337.1473T17.48|-34S|-41K|-37Cl
M337.8109T9.66_1	c18acquity			4					M338T10	337.8108879	579.7427799	[858][M]3+	[2M+3H]3+ 505.201	68	110	@M338.8123T9.66_1|-13C|-15N
M338.8123T9.66_1	c18acquity			4					M339T10	338.812333	579.78328182		[M+2H-C6H8O6]2+ 851.63	68	110	@M337.8109T9.66_1|+13C|+15N
M338.0506T0.87	c18acquity			4					M338T1.1	338.0505566	52.36481526			7	111	@M340.048T0.87|-34S|-41K|-37Cl
M347T12_steroid	c18acquity	steroid		3	a,b				M347T12	347.2221898	709.4476416	[895][M]+		248	112	@M348.2256T11.82|-13C
M350.1545T15.42	c18acquity								M350T15	350.1544529	924.9687516			8113	113	@M353.1622T15.42|-13C3|-13C-18O
M353.1622T15.42	c18acquity			4					M353T15.1	353.1622323	925.0257924	[914][M]+		8093	113	@M350.1545T15.42|+13C3|+13C+18O|@M394.1891T15.42|-(CH3CN)|-(C2H3N)
M427.1518T0.8	c18acquity			4					M427T1.5	427.1517928	47.740947		[M+Na+NaCOOH]+ 336.175	176	114	@M359.1646T0.79|+(HCOONa)
M362.2258T16.27	c18acquity								M362T16.1	362.2258042	976.0479234	[946][M+1]+		2685	115	@M361.2224T16.27|+13C|@M384.2078T16.27|-Na
M378.249T16.27	c18acquity								M378T16.2	378.2489512	976.0479234	[1012][M]+		2678	115	@M361.2224T16.27|+(NH3)|+NH3
M383.2043T16.27	c18acquity			4					M383T16.1	383.2042535	976.0347054	[1031][M]+		2682	115	@M361.2224T16.27|+Na|@M384.2078T16.27|-13C
M372T14.1_Myristoyl.L.carnitine	c18acquity	Myristoyl-L-carnitine	CHEBI:73061	2	a,b		HMDB0254979		M372T14.1	372.3111684	819.3197124	[995][M]+		391	116	@M373.3145T13.65|-13C
M374.155T15.86	c18acquity								M374T16	374.1549723	951.557982	[1002][M]+	[M+Na]+ 351.171	200	117	@M377.1623T15.86|-13C3|-13C-18O|@M380.1615T15.86|-Li
M377.1623T15.86	c18acquity			4					M377T16.3	377.1622884	951.584685	[1008][M]+	[M+H]+ 376.155	200	117	@M374.155T15.86|+13C3|+13C+18O|@M378.1658T15.86|-13C|@M379.1581T15.86|-34S|-41K|-37Cl|@M380.1615T15.86|-13C-37Cl|-13C-34S|@M381.157T15.86|-44Ca|@M399.1444T15.86|-Na
M477.0876T15.86	c18acquity								M477T16	477.0875749	951.5701542	[1333][M]+	[M+H]+ 476.08	200	117	@M478.0897T15.86|-13C|@M479.0842T15.86|-34S|-41K|-37Cl
M478.0897T15.86	c18acquity								M478T16	478.089694	951.5440974	[1333][M+1]+		200	117	@M477.0876T15.86|+13C
M479.0842T15.86	c18acquity								M479T16	479.0842432	951.55641	[1333][M+2]+		200	117	@M399.1444T15.86|+2(NaCl)|@M477.0876T15.86|+34S|+41K|+37Cl
M376.1241T7.18	c18acquity			4					M376T7	376.1240745	430.98527436	[1005][M]+		330	118	@M377.1274T7.18|-13C
M446.8879T0.81	c18acquity			4					M447T1.1	446.8878683	48.53206434	[1248][M]+	[3M+K]+ 135.975	21	119	@M378.9005T0.82|+(HCOONa)|@M514.8752T0.81|-(HCOONa)
M380T14_Sphingosine.1.phosphate	c18acquity	Sphingosine 1-phosphate		2	a,b				M380T14	380.2563993	822.0770418	[1021][M]+		117	120	@M381.2599T13.7_2|-13C
M385.1673T17.77_2	c18acquity			4					M385T18.5	385.1673072	1066.467399	[1037][M]+		4737	121	@M387.1631T17.77|-34S|-41K|-37Cl
M398.155T15.72	c18acquity								M398T16.3	398.1549875	943.2443034			7889	122	@M401.1624T15.72|-13C3|-13C-18O
M401.1624T15.72	c18acquity			4					M401T16.1	401.1623744	943.3390608	[1093][M]+		369	122	@M398.155T15.72|+13C3|+13C+18O|@M402.1658T15.72|-13C|@M403.158T15.72|-34S|-41K|-37Cl
M398.3268T13.93	c18acquity			4					M398T14	398.326785	835.570131	[1080][M]+	[M+K]+ 359.368	125	123	@M399.3302T13.93|-13C
M400T15_Palmitoyl.L.carnitine	c18acquity	Palmitoyl-L-carnitine	CHEBI:17490	2	a,b	C02990	HMDB0000222		M400T15	400.342476	873.7649772	[1089][M]+		3500	124	@M401.3458T14.56|-13C
M407.7487T16.7	c18acquity								M408T17	407.7486678	1001.8537284			4448	125	@M408.2502T16.73|-13Cdb
M409.1873T7.54	c18acquity			4					M409T8.1	409.1873064	452.60280864	[1121][M]+	[2M+H]+ 204.089	26	126	@M410.1905T7.54|-13C|@M411.1931T7.54|-18O|-13C2
M409.1874T7.35	c18acquity			4					M409T7	409.1873623	440.79963342	[1120][M]+	[2M+H]+ 204.089	81	127	@M410.1905T7.35|-13C
M461.3279T13.99	c18acquity								M461T14	461.3279024	839.4828828			4018	128	@M417.3018T14.05|+(C2H4O)|@M461.8296T13.99_1|-13Cdb|@M505.3541T13.94|-(C2H4O)
M505.8558T13.94	c18acquity								M506T14	505.8558409	836.5718634			125	128	@M461.8296T13.99_1|+(C2H4O)|@M505.3541T13.94|+13Cdb
M419.729T8.47_1	c18acquity			4					M420T8	419.7290295	508.09635492			226	129	@M420.2304T8.47_2|-13Cdb
M423.212T9.26	c18acquity			4					M423T9	423.2120343	555.74306688		[M+K]+ 384.248 [M+H+Na]2+ 822.423	166	130	@M423.7134T9.26_1|-13Cdb|@M424.2147T9.26_2|-13C
M424.167T8.39_1	c18acquity			4					M424T8	424.167038	503.3307264	[1165][M]2+	[M+2H]2+ 846.321	79	131	@M425.1694T8.39_3|-13C
M424.3425T14.22	c18acquity			4					M424T14	424.342464	853.0232454	[1169][M]+		123	132	@M425.3459T14.22|-13C
M424.4177T8.39_2	c18acquity			4					M424T8.2	424.4176824	503.46691674			79	133	@M424.9189T8.39_2|-13Cdb|@M425.4188T8.39_4|-13C|-15N
M424.8966T0.77	c18acquity			4					M425T1	424.8966178	46.4035389		[3M+Na+2K-H]2+ 249.958	84	134	@M492.884T0.79|-(HCOONa)|@M560.8716T0.77|-2(HCOONa)
M628.8588T0.78	c18acquity								M629T1	628.8588	46.737426		[M+K]+ 589.891	383	134	@M492.884T0.79|+2(HCOONa)|@M560.8716T0.77|+(HCOONa)|@M764.8331T0.79|-2(HCOONa)
M764.8331T0.79	c18acquity								M765T1	764.8331	47.217048		[M+K+NaCOOH]+ 657.882 [M+Na+NaCOOH]+ 673.86	176	134	@M628.8588T0.78|+2(HCOONa)|@M832.8207T0.79|-(HCOONa)
M832.8207T0.79	c18acquity			4					M833T1	832.8207	47.219112			176	134	@M764.8331T0.79|+(HCOONa)
M426.3582T14.77	c18acquity			4					M426T15.2	426.358182	885.9522006		[M+H-CO]+ 453.345	60	135	@M427.3615T14.77|-13C|@M428.3647T14.77|-18O|-13C2
M427.538T9.56_1	c18acquity			4					M428T10	427.5380477	573.30326742	[1181][M]3+		68	136	@M428.541T9.55_1|-13C
M428T15.1_Stearoyl.L.carnitine	c18acquity	Stearoyl-L-carnitine		2	a,b				M428T15.1	428.373711	923.144127	[1183][M]+		42	137	@M429.3771T15.39|-13C
M439.3148T14.02	c18acquity			4					M439T14	439.3147919	841.021269			4028	138	@M483.3411T13.97|-(C2H4O)
M483.8426T13.96_1	c18acquity								M484T14	483.8426226	837.8111982			125	138	@M483.3411T13.97|+13Cdb
M441.0749T0.9	c18acquity			4					M441T1.4	441.0748766	54.26990544	[1228][M]+	[M+K]+ 402.108	13	139	@M442.0784T0.9|-13C|@M443.0725T0.9|-34S|-41K|-37Cl
M447.6888T1.18_1	c18acquity			4					M448T1	447.688824	70.75176456	[1250][M]2+	[3M+H+K]2+ 285.133	1	140	@M448.1905T1.18_2|-13Cdb
M448.3424T14.21	c18acquity			4					M448T14.1	448.3424352	852.883866	[1252][M]+		123	141	@M449.3457T14.21|-13C
M449.0108T0.79	c18acquity			4					M449T1.1	449.0108411	47.26561932	[1253][M]+		176	142	@M584.9855T0.79|-2(HCOONa)
M449.6678T9.26_1	c18acquity			4					M450T9	449.6678003	555.74495304			166	143	@M450.1692T9.26_2|-13Cdb
M493.9084T7.87_1	c18acquity			4					M494T8.2	493.9083957	472.06802178			6031	144	@M450.894T7.91_1|+(C2H3O.)
M452.2775T14.16	c18acquity			4					M452T14	452.2774712	849.609483	[1263][M]+		123	145	@M453.281T14.16|-13C|@M495.3277T14.25|-(C3H7.)|@M517.3095T14.25|-(CH4S)-(NH3)
M453.281T14.16	c18acquity			4					M453T14.2	453.2809865	849.7174434	[1263][M+1]+		123	145	@M452.2775T14.16|+13C
M494T14_LPC.16.1.	c18acquity	LPC(16:1)	CHEBI:64560	2	a	C04230		1-Acyl-sn-glycero-3-phosphocholine	M494T14	494.3243026	854.7403452	[1387][M]+	[M+Na]+ 471.331 [M+H]+ 493.315	47	145	@M495.3277T14.25|-13C|@M496.3306T14.24|-18O|-13C2|@M497.3331T14.24|-13C3|-13C-18O|@M516.3063T14.24|-Na
M517.3095T14.25	c18acquity			4					M517T14	517.3095014	854.7296958	[1474][M+1]+		47	145	@M452.2775T14.16|+(CH4S)+(NH3)|@M495.3277T14.25|+Na|@M516.3063T14.24|+13C
M572.2462T14.25_2	c18acquity			4					M572T14.2	572.2462068	854.9325084	[1715][M+1]2+		47	145	@M496.3306T14.24|+2K
M593.2414T14.24	c18acquity			4					M593T14	593.2414	854.544		[M+K]+ 554.278	47	145	@M594.248T14.25|-13C|@M596.2495T14.24|-13C3|-13C-18O
M594.248T14.25	c18acquity			4					M594T14	594.248	854.7606	[1783][M]+		47	145	@M593.2414T14.24|+13C|@M596.2495T14.24|-18O|-41K|-37Cl
M596.2495T14.24	c18acquity			4					M596T14	596.2495	854.6448	[1783][M+2]+		47	145	@M516.3063T14.24|+2(NaCl)|@M593.2414T14.24|+13C3|+13C+18O|@M594.248T14.25|+18O|+41K|+37Cl
M453.3691T13.29	c18acquity			4					M453T13	453.3690901	797.4978018	[1270][M]+		366	146	@M454.3722T13.29|-13C
M454T15.1_LPE.16.0.	c18acquity	LPE(16:0)	CHEBI:90452	1	a,b,c	C04438		1-Acyl-sn-glycero-3-phosphoethanolamine	M454T15.1	454.2931241	906.388875	[1271][M]+	[M+H]+ 453.287	141	147	@M455.2965T15.11|-13C
M455.3849T12.44	c18acquity								M455T12	455.3849424	746.359362	[1279][M]+	[2M+H]+ 227.189	116	148	@M477.3665T12.43|-Na
M457.7572T7.92_1	c18acquity			4					M458T8	457.7572167	475.00316544			77	149	@M458.2586T7.92_2|-13Cdb
M463.1923T7.92_2	c18acquity			4					M463T8.2	463.1922513	475.41991428		[M+2H]2+ 924.37 [M+2H-CH3]2+ 939.397	77	150	@M463.6939T7.92_1|-13Cdb
M463.3436T16.78	c18acquity			4					M463T17.1	463.3436119	1006.8047178			454	151	@M463.8452T16.78_1|-13Cdb
M468T14_LPC.14.0.	c18acquity	LPC(14:0)	CHEBI:64483	1	a,b,c	C04230		1-Acyl-sn-glycero-3-phosphocholine	M468T14	468.3087529	831.4072986	[1307][M]+	[M+H]+ 467.302	245	152	@M469.3122T13.86|-13C
M474.2883T9.55	c18acquity			4					M474T10.1	474.2882604	573.01644774			68	153	@M474.7896T9.55_1|-13Cdb
M476.7488T8.13_1	c18acquity			4					M477T8	476.7487853	487.55714892			4216	154	@M477.2502T8.13_2|-13Cdb
M478.293T14.61	c18acquity			4					M478T15	478.2930294	876.5241138	[1336][M]+	[M+H]+ 477.284	76	155	@M479.2965T14.61|-13C|@M480.299T14.61|-18O|-13C2
M478.2931T14.4	c18acquity			4					M478T14	478.2930694	864.1741986	[1337][M]+		124	156	@M479.2965T14.4|-13C
M478.3295T16.7	c18acquity								M478T17.2	478.3295286	1002.1259892		[3M+2Na+K-H]2+ 290.909	139	157	@M479.3324T16.72|-13C
M479.7543T9.66_1	c18acquity			4					M480T10.1	479.7543499	579.78328182		[M+H+K]2+ 919.529	68	158	@M480.2559T9.66_2|-13Cdb|@M480.7571T9.66_1|-13C
M481.2583T9.67_2	c18acquity			4					M481T10.3	481.2582797	579.92359548	[1349][M+1]2+		68	158	@M480.2559T9.66_2|+13C|@M480.7571T9.66_1|+13Cdb
M480T15.1_LPC.16p.0.	c18acquity	LPC(16p:0)	CHEBI:73850	1	a,b,c	C04230	HMDB0010407	1-Acyl-sn-glycero-3-phosphocholine	M480T15.1	480.3086455	928.9891506	[1343][M]+	[M+H]+ 479.302	154	159	@M481.312T15.48|-13C|@M482.3155T15.48|-18O|-13C2
M480.9649T0.8	c18acquity			4					M481T1	480.9649417	48.20747382			21	160	@M548.9522T0.8_1|-(HCOONa)
M684.9267T0.8_2	c18acquity			4					M685T1.2	684.9267	48.195132			21	160	@M548.9522T0.8_1|+2(HCOONa)|@M685.4284T0.8_3|-13Cdb|@M752.9141T0.8_2|-(HCOONa)|@M820.9013T0.8_2|-2(HCOONa)
M718.9204T0.8_2	c18acquity			4					M719T1.1	718.9204	48.19656			21	160	@M719.4221T0.8_3|-13Cdb|@M786.9075T0.8_2|-(HCOONa)|@M854.8948T0.8_2|-2(HCOONa)
M719.4221T0.8_3	c18acquity			4					M719T1.4	719.4221	48.208818		[M+H]+ 718.421	21	160	@M718.9204T0.8_2|+13Cdb
M753.4158T0.8_4	c18acquity			4					M753T1.3	753.4158	48.114102		[M+H]+ 752.416	21	160	@M752.9141T0.8_2|+13Cdb
M786.9075T0.8_2	c18acquity			4					M787T1.1	786.9075	48.2304			21	160	@M718.9204T0.8_2|+(HCOONa)|@M854.8948T0.8_2|-(HCOONa)|@M922.8819T0.8_2|-2(HCOONa)
M854.8948T0.8_2	c18acquity			4					M855T1.1	854.8948	48.1833			21	160	@M718.9204T0.8_2|+2(HCOONa)|@M786.9075T0.8_2|+(HCOONa)|@M922.8819T0.8_2|-(HCOONa)|@M990.8691T0.8_2|-2(HCOONa)
M888.8887T0.8_2	c18acquity			4					M889T1.1	888.8887	48.180156		[M+K+NaCOOH]+ 781.938	21	160	@M752.9141T0.8_2|+2(HCOONa)|@M820.9013T0.8_2|+(HCOONa)|@M889.39T0.8_3|-13Cdb|@M956.8765T0.8_2|-(HCOONa)
M889.39T0.8_3	c18acquity			4					M889T1.3	889.39	48.23931		[M+Na+HCOOH]+ 820.403	21	160	@M888.8887T0.8_2|+13Cdb
M922.8819T0.8_2	c18acquity			4					M923T1.1	922.8819	48.199704	[2745][M]2+		21	160	@M786.9075T0.8_2|+2(HCOONa)|@M854.8948T0.8_2|+(HCOONa)|@M990.8691T0.8_2|-(HCOONa)
